SalesKey,OrderDate,ShipDate,CustomerKey,ProductKey,StoreKey,ChannelKey,PromotionKey,OrderNumber,Quantity,UnitPrice,UnitCost,DiscountAmount,SalesAmount,MarginAmount,ReturnedFlag
243,2024-03-24,2024-03-29,18,47,5,1,8,SO-20230243,7,14.60,8.96,5.11,97.09,34.37,False
244,2023-10-12,2023-10-13,18,12,3,3,,SO-20230244,5,25.35,9.36,0.00,126.75,79.95,False
245,2024-10-21,2024-10-22,91,35,7,3,,SO-20230245,2,37.25,17.55,0.00,74.50,39.40,False
246,2024-10-28,2024-11-03,157,20,3,1,3,SO-20230246,6,19.70,8.14,9.46,108.74,59.90,False
247,2024-06-03,2024-06-06,100,32,12,1,2,SO-20230247,5,30.90,11.80,7.73,146.77,87.77,True
248,2024-05-14,2024-05-19,52,45,4,3,1,SO-20230248,1,14.85,4.91,1.19,13.66,8.75,False
249,2023-01-15,2023-01-21,161,18,1,1,5,SO-20230249,7,8.70,4.69,3.04,57.86,25.03,False
250,2024-03-12,2024-03-18,149,36,5,1,,SO-20230250,6,8.65,5.70,0.00,51.90,17.70,False
251,2024-07-18,2024-07-20,122,17,9,2,,SO-20230251,3,36.30,16.36,0.00,108.90,59.82,False
252,2023-03-17,2023-03-19,95,29,1,3,6,SO-20230252,7,10.90,7.78,3.81,72.49,18.03,False
253,2023-08-06,2023-08-12,161,29,11,3,4,SO-20230253,8,14.15,7.78,5.66,107.54,45.30,False
254,2024-10-30,2024-11-01,138,5,1,1,6,SO-20230254,4,18.35,12.07,3.67,69.73,21.45,False
255,2023-12-09,2023-12-13,60,38,8,2,4,SO-20230255,4,13.50,7.13,4.32,49.68,21.16,False
256,2023-07-10,2023-07-14,117,3,10,2,,SO-20230256,3,24.75,10.40,0.00,74.25,43.05,False
257,2024-05-28,2024-06-03,94,42,1,2,8,SO-20230257,2,29.35,12.01,7.04,51.66,27.64,False
258,2023-10-31,2023-11-03,132,34,3,2,5,SO-20230258,2,28.75,13.23,6.90,50.60,24.14,False
259,2024-09-18,2024-09-21,30,42,5,1,2,SO-20230259,1,22.60,12.01,1.13,21.47,9.46,False
260,2024-04-09,2024-04-15,180,31,6,1,3,SO-20230260,2,17.90,11.83,2.86,32.94,9.28,False
261,2024-06-22,2024-06-23,37,12,11,3,4,SO-20230261,3,17.10,9.36,6.16,45.14,17.06,False
262,2024-12-09,2024-12-11,54,5,12,1,4,SO-20230262,2,27.35,12.07,6.56,48.14,24.00,False
263,2024-07-31,2024-08-04,11,32,9,3,,SO-20230263,4,28.90,11.80,0.00,115.60,68.40,False
264,2023-01-28,2023-01-30,145,21,1,3,,SO-20230264,2,14.80,9.21,0.00,29.60,11.18,False
265,2023-09-25,2023-10-01,13,34,8,1,,SO-20230265,7,31.50,13.23,0.00,220.50,127.89,False
266,2023-11-09,2023-11-10,8,36,6,3,1,SO-20230266,7,14.40,5.70,12.10,88.70,48.80,False
267,2024-04-27,2024-05-01,145,28,6,3,1,SO-20230267,2,16.55,6.92,1.66,31.44,17.60,False
268,2024-01-18,2024-01-22,139,2,9,1,2,SO-20230268,5,11.75,7.13,7.05,51.70,16.05,False
269,2024-01-29,2024-02-04,12,7,6,2,,SO-20230269,6,33.60,16.12,0.00,201.60,104.88,False
270,2023-01-07,2023-01-13,135,7,6,1,8,SO-20230270,3,35.35,16.12,12.73,93.32,44.96,False
271,2023-02-01,2023-02-02,123,17,9,3,,SO-20230271,4,33.05,16.36,0.00,132.20,66.76,False
272,2024-06-19,2024-06-23,129,14,5,1,8,SO-20230272,5,27.45,10.79,16.47,120.78,66.83,False
273,2023-12-31,2024-01-01,20,37,11,2,7,SO-20230273,1,11.50,6.35,0.58,10.92,4.57,False
274,2023-07-29,2023-08-04,28,10,1,2,5,SO-20230274,7,15.10,5.91,5.29,100.41,59.04,False
275,2024-05-30,2024-06-03,26,15,8,2,6,SO-20230275,8,32.20,14.69,12.88,244.72,127.20,False
276,2024-02-14,2024-02-20,175,35,11,2,1,SO-20230276,8,36.00,17.55,14.40,273.60,133.20,False
277,2024-08-02,2024-08-06,84,39,1,3,5,SO-20230277,5,18.25,10.40,7.30,83.95,31.95,False
278,2023-03-17,2023-03-23,56,44,12,3,3,SO-20230278,3,31.60,15.46,4.74,90.06,43.68,False
279,2024-12-18,2024-12-20,140,45,3,1,6,SO-20230279,6,14.10,4.91,4.23,80.37,50.91,False
280,2023-11-28,2023-12-02,77,19,9,2,4,SO-20230280,6,12.70,7.53,3.81,72.39,27.21,False
281,2023-10-10,2023-10-16,138,4,9,2,8,SO-20230281,7,26.75,10.58,9.36,177.89,103.83,False
282,2024-04-22,2024-04-25,149,25,4,3,4,SO-20230282,7,31.65,14.93,17.72,203.83,99.32,False
283,2024-07-25,2024-07-29,4,21,5,1,4,SO-20230283,4,14.55,9.21,6.98,51.22,14.38,False
284,2024-07-10,2024-07-11,13,18,12,3,2,SO-20230284,6,12.20,4.69,5.86,67.34,39.20,False
285,2023-03-17,2023-03-23,128,24,3,2,4,SO-20230285,4,26.80,13.02,5.36,101.84,49.76,False
286,2023-12-04,2023-12-07,178,42,8,2,1,SO-20230286,3,29.35,12.01,10.57,77.48,41.45,False
287,2023-02-03,2023-02-09,51,34,11,1,7,SO-20230287,3,25.25,13.23,9.09,66.66,26.97,False
288,2023-05-12,2023-05-14,52,43,12,1,,SO-20230288,4,33.60,16.12,0.00,134.40,69.92,False
289,2023-04-18,2023-04-20,40,6,12,1,8,SO-20230289,4,26.35,12.01,5.27,100.13,52.09,False
290,2024-09-09,2024-09-12,93,1,8,2,2,SO-20230290,7,16.75,6.35,5.86,111.39,66.94,False
291,2024-05-01,2024-05-05,43,6,5,1,6,SO-20230291,3,24.35,12.01,3.65,69.40,33.37,False
292,2023-10-23,2023-10-25,105,6,1,1,8,SO-20230292,3,23.35,12.01,8.41,61.64,25.61,False
293,2023-04-09,2023-04-10,84,32,11,2,7,SO-20230293,5,27.15,11.80,6.79,128.96,69.96,False
294,2024-02-03,2024-02-04,36,41,2,1,3,SO-20230294,1,27.35,12.07,2.19,25.16,13.09,False
295,2023-12-14,2023-12-15,150,27,1,2,,SO-20230295,5,12.55,6.10,0.00,62.75,32.25,False
296,2023-06-05,2023-06-09,142,43,2,3,4,SO-20230296,1,25.85,16.12,1.29,24.56,8.44,False
297,2023-09-14,2023-09-18,9,39,4,2,,SO-20230297,7,23.75,10.40,0.00,166.25,93.45,False
298,2024-11-29,2024-12-03,10,20,6,3,3,SO-20230298,3,18.45,8.14,6.64,48.71,24.29,False
299,2023-02-22,2023-02-28,12,9,3,1,1,SO-20230299,8,6.91,4.91,4.42,50.86,11.58,False
300,2024-10-11,2024-10-13,93,30,8,2,3,SO-20230300,5,22.90,8.35,9.16,105.34,63.59,False
301,2024-03-01,2024-03-02,125,48,3,3,5,SO-20230301,8,22.60,9.36,14.46,166.34,91.46,False
302,2023-11-04,2023-11-05,67,3,12,1,4,SO-20230302,4,15.25,10.40,3.05,57.95,16.35,False
303,2024-03-30,2024-04-05,24,2,3,2,3,SO-20230303,1,17.75,7.13,0.89,16.86,9.73,True
304,2023-04-21,2023-04-25,28,37,3,3,3,SO-20230304,4,9.75,6.35,4.68,34.32,8.92,False
305,2023-02-22,2023-02-28,32,21,6,2,8,SO-20230305,8,18.05,9.21,7.22,137.18,63.50,False
306,2024-04-14,2024-04-19,69,31,8,2,3,SO-20230306,6,21.40,11.83,15.41,112.99,42.01,False
307,2024-01-18,2024-01-23,151,15,1,2,4,SO-20230307,2,30.70,14.69,4.91,56.49,27.11,False
308,2024-02-15,2024-02-16,98,33,3,1,4,SO-20230308,8,26.75,13.50,10.70,203.30,95.30,False
309,2023-05-06,2023-05-10,96,27,12,1,,SO-20230309,4,11.30,6.10,0.00,45.20,20.80,False
310,2024-04-14,2024-04-15,91,33,4,3,,SO-20230310,4,22.75,13.50,0.00,91.00,37.00,False
311,2023-03-23,2023-03-29,27,1,9,2,5,SO-20230311,2,15.50,6.35,1.55,29.45,16.75,False
312,2024-11-29,2024-12-05,94,20,2,2,8,SO-20230312,2,23.20,8.14,2.32,44.08,27.80,False
313,2023-06-11,2023-06-12,52,25,8,3,5,SO-20230313,7,30.90,14.93,17.30,199.00,94.49,False
314,2023-01-26,2023-01-28,60,24,5,1,1,SO-20230314,8,28.05,13.02,17.95,206.45,102.29,False
315,2024-12-26,2024-12-30,24,24,5,2,8,SO-20230315,2,26.30,13.02,6.31,46.29,20.25,False
316,2024-05-10,2024-05-14,72,8,12,1,1,SO-20230316,8,35.60,15.46,34.18,250.62,126.94,False
317,2024-09-25,2024-09-26,70,4,5,3,5,SO-20230317,1,19.50,10.58,0.98,18.52,7.94,False
318,2023-10-04,2023-10-05,79,41,8,1,5,SO-20230318,2,25.10,12.07,6.02,44.18,20.04,False
319,2023-02-20,2023-02-24,13,23,6,3,6,SO-20230319,4,21.55,13.26,10.34,75.86,22.82,False
320,2024-12-30,2024-12-31,144,47,3,1,,SO-20230320,7,17.85,8.96,0.00,124.95,62.23,False
321,2024-03-25,2024-03-26,129,27,3,2,1,SO-20230321,1,8.55,6.10,0.68,7.87,1.77,False
322,2023-01-27,2023-01-28,33,1,2,3,6,SO-20230322,4,10.25,6.35,4.92,36.08,10.68,False
323,2023-05-08,2023-05-13,28,8,4,1,1,SO-20230323,7,37.10,15.46,12.98,246.72,138.50,False
324,2024-10-15,2024-10-18,14,6,6,2,2,SO-20230324,5,29.35,12.01,17.61,129.14,69.09,False
325,2024-08-29,2024-09-03,146,28,2,3,3,SO-20230325,7,13.30,6.92,7.45,85.65,37.21,False
326,2024-10-27,2024-10-28,63,5,8,3,7,SO-20230326,6,20.35,12.07,9.77,112.33,39.91,False
327,2023-11-13,2023-11-19,124,20,12,1,,SO-20230327,1,23.20,8.14,0.00,23.20,15.06,True
328,2024-10-13,2024-10-14,77,39,2,2,,SO-20230328,2,20.25,10.40,0.00,40.50,19.70,False
329,2024-09-03,2024-09-05,12,48,9,2,4,SO-20230329,8,26.10,9.36,25.06,183.74,108.86,False
330,2023-08-03,2023-08-07,6,11,12,3,8,SO-20230330,1,19.85,8.96,2.38,17.47,8.51,False
331,2024-03-26,2024-04-01,42,31,11,2,6,SO-20230331,2,23.90,11.83,2.39,45.41,21.75,False
332,2023-02-21,2023-02-27,144,15,10,1,4,SO-20230332,6,28.95,14.69,20.84,152.86,64.72,False
333,2024-05-24,2024-05-30,147,33,2,3,,SO-20230333,4,22.25,13.50,0.00,89.00,35.00,False
334,2023-11-28,2023-11-30,63,31,2,3,3,SO-20230334,7,21.65,11.83,7.58,143.97,61.16,False
335,2024-08-24,2024-08-27,72,41,1,3,7,SO-20230335,2,22.85,12.07,5.48,40.22,16.08,False
336,2024-06-18,2024-06-20,165,12,12,2,2,SO-20230336,4,18.35,9.36,5.87,67.53,30.09,False
337,2024-04-30,2024-05-03,9,34,2,2,3,SO-20230337,4,28.75,13.23,13.80,101.20,48.28,False
338,2023-02-26,2023-02-27,114,31,1,1,8,SO-20230338,8,27.15,11.83,17.38,199.82,105.18,False
339,2024-10-18,2024-10-24,148,36,9,1,5,SO-20230339,3,15.40,5.70,2.31,43.89,26.79,False
340,2023-03-08,2023-03-10,30,27,9,1,7,SO-20230340,6,17.30,6.10,8.30,95.50,58.90,False
341,2024-06-18,2024-06-23,137,21,2,2,,SO-20230341,8,13.80,9.21,0.00,110.40,36.72,False
342,2024-12-28,2024-12-31,120,17,7,1,,SO-20230342,2,34.80,16.36,0.00,69.60,36.88,False
343,2023-03-08,2023-03-14,112,18,5,2,1,SO-20230343,5,13.95,4.69,5.58,64.17,40.72,False
344,2023-05-22,2023-05-26,157,12,3,2,7,SO-20230344,2,24.60,9.36,2.46,46.74,28.02,False
345,2024-06-26,2024-06-27,164,2,9,3,7,SO-20230345,5,20.75,7.13,12.45,91.30,55.65,False
346,2024-04-18,2024-04-19,129,13,7,1,5,SO-20230346,5,21.95,10.64,5.49,104.26,51.06,False
347,2024-04-10,2024-04-11,66,39,11,3,7,SO-20230347,4,21.50,10.40,10.32,75.68,34.08,False
348,2023-11-13,2023-11-15,19,28,4,3,3,SO-20230348,6,15.30,6.92,4.59,87.21,45.69,False
349,2023-09-30,2023-10-04,58,13,7,2,4,SO-20230349,4,23.95,10.64,4.79,91.01,48.45,False
350,2024-12-27,2024-12-31,123,8,5,2,3,SO-20230350,3,38.35,15.46,5.75,109.30,62.92,False
351,2024-06-17,2024-06-20,16,36,6,2,7,SO-20230351,4,12.40,5.70,2.48,47.12,24.32,True
352,2023-08-30,2023-09-03,70,44,4,3,3,SO-20230352,8,38.60,15.46,15.44,293.36,169.68,False
353,2024-12-30,2024-12-31,11,2,6,1,6,SO-20230353,5,14.25,7.13,8.55,62.70,27.05,False
354,2023-02-11,2023-02-15,109,35,1,3,6,SO-20230354,8,34.00,17.55,13.60,258.40,118.00,False
355,2024-02-06,2024-02-07,178,8,6,2,3,SO-20230355,4,33.60,15.46,10.75,123.65,61.81,False
356,2023-07-06,2023-07-11,85,13,1,3,5,SO-20230356,8,24.45,10.64,9.78,185.82,100.70,False
357,2023-04-16,2023-04-20,65,31,1,3,8,SO-20230357,7,21.90,11.83,18.40,134.90,52.09,True
358,2024-01-03,2024-01-09,93,38,9,1,4,SO-20230358,3,13.75,7.13,3.30,37.95,16.56,False
359,2024-10-04,2024-10-08,2,30,11,1,2,SO-20230359,7,14.40,8.35,5.04,95.76,37.31,False
360,2024-07-01,2024-07-04,99,30,1,2,5,SO-20230360,1,21.40,8.35,1.07,20.33,11.98,False
361,2023-12-21,2023-12-24,126,14,8,2,,SO-20230361,2,27.95,10.79,0.00,55.90,34.32,False
362,2023-11-01,2023-11-02,13,13,6,3,3,SO-20230362,5,25.70,10.64,6.43,122.07,68.87,False
363,2024-10-13,2024-10-18,63,25,6,1,4,SO-20230363,2,24.90,14.93,5.98,43.82,13.96,False
364,2023-07-16,2023-07-19,145,16,5,1,,SO-20230364,3,31.45,14.24,0.00,94.35,51.63,False
365,2024-06-09,2024-06-13,129,28,4,2,5,SO-20230365,7,18.05,6.92,15.16,111.19,62.75,False
366,2023-07-19,2023-07-25,45,28,7,2,1,SO-20230366,5,15.05,6.92,3.76,71.49,36.89,False
367,2023-03-23,2023-03-24,139,34,3,1,1,SO-20230367,8,31.00,13.23,29.76,218.24,112.40,False
368,2024-06-13,2024-06-17,61,45,12,2,,SO-20230368,5,14.35,4.91,0.00,71.75,47.20,False
369,2024-06-28,2024-07-02,149,29,12,1,4,SO-20230369,5,12.40,7.78,7.44,54.56,15.66,False
370,2023-05-27,2023-05-28,18,18,1,1,3,SO-20230370,3,12.45,4.69,4.48,32.87,18.80,False
371,2024-07-16,2024-07-18,47,25,1,1,2,SO-20230371,4,32.65,14.93,15.67,114.93,55.21,False
372,2023-02-03,2023-02-04,87,47,6,2,,SO-20230372,6,22.35,8.96,0.00,134.10,80.34,False
373,2024-04-03,2024-04-04,154,28,8,1,6,SO-20230373,6,14.55,6.92,6.98,80.32,38.80,True
374,2024-04-04,2024-04-10,89,33,2,3,,SO-20230374,4,27.75,13.50,0.00,111.00,57.00,False
375,2023-04-01,2023-04-07,154,44,1,3,2,SO-20230375,5,35.10,15.46,14.04,161.46,84.16,False
376,2023-10-26,2023-11-01,27,4,2,1,7,SO-20230376,8,27.50,10.58,11.00,209.00,124.36,False
377,2023-08-08,2023-08-09,43,18,3,1,2,SO-20230377,8,11.95,4.69,7.65,87.95,50.43,False
378,2023-11-06,2023-11-07,11,21,6,1,,SO-20230378,2,17.30,9.21,0.00,34.60,16.18,False
379,2023-04-18,2023-04-23,143,8,4,2,1,SO-20230379,2,32.10,15.46,3.21,60.99,30.07,False
380,2024-03-17,2024-03-19,179,33,11,3,7,SO-20230380,3,29.75,13.50,10.71,78.54,38.04,False
381,2023-11-09,2023-11-13,68,25,8,2,4,SO-20230381,5,28.65,14.93,11.46,131.79,57.14,False
382,2023-12-28,2023-12-31,41,23,9,2,,SO-20230382,1,24.05,13.26,0.00,24.05,10.79,False
383,2023-04-29,2023-05-03,167,13,8,1,3,SO-20230383,7,23.95,10.64,20.12,147.53,73.05,True
384,2023-07-26,2023-07-28,180,12,7,1,8,SO-20230384,5,16.35,9.36,4.09,77.66,30.86,False
385,2023-10-28,2023-11-03,106,31,10,1,8,SO-20230385,4,23.65,11.83,4.73,89.87,42.55,False
386,2024-09-16,2024-09-20,132,37,9,3,,SO-20230386,2,15.25,6.35,0.00,30.50,17.80,False
387,2023-02-13,2023-02-18,19,35,2,1,2,SO-20230387,2,37.25,17.55,8.94,65.56,30.46,False
388,2023-05-05,2023-05-09,175,16,5,2,,SO-20230388,3,27.20,14.24,0.00,81.60,38.88,False
389,2023-09-27,2023-10-02,168,30,2,3,8,SO-20230389,5,15.15,8.35,9.09,66.66,24.91,False
390,2024-07-26,2024-07-31,152,14,9,2,6,SO-20230390,6,23.20,10.79,6.96,132.24,67.50,False
391,2024-04-12,2024-04-16,165,6,12,2,4,SO-20230391,2,29.10,12.01,6.98,51.22,27.20,False
392,2023-01-23,2023-01-28,84,38,2,2,7,SO-20230392,7,16.25,7.13,9.10,104.65,54.74,False
393,2023-02-04,2023-02-07,21,22,3,1,8,SO-20230393,2,21.05,9.57,3.37,38.73,19.59,False
394,2024-02-17,2024-02-19,134,25,9,2,4,SO-20230394,7,24.65,14.93,20.71,151.84,47.33,False
395,2023-06-06,2023-06-07,180,29,1,1,4,SO-20230395,5,16.15,7.78,4.04,76.71,37.81,False
396,2024-11-03,2024-11-08,63,7,10,2,8,SO-20230396,4,32.35,16.12,15.53,113.87,49.39,False
397,2023-03-20,2023-03-21,105,47,12,1,8,SO-20230397,3,19.10,8.96,2.87,54.43,27.55,False
398,2023-01-15,2023-01-18,55,32,6,1,7,SO-20230398,2,30.15,11.80,3.02,57.28,33.68,True
399,2024-07-31,2024-08-05,94,16,5,1,,SO-20230399,6,30.95,14.24,0.00,185.70,100.26,False
400,2024-01-24,2024-01-30,178,32,10,1,4,SO-20230400,8,22.65,11.80,14.50,166.70,72.30,False
401,2024-10-23,2024-10-29,78,41,2,3,7,SO-20230401,6,20.85,12.07,15.01,110.09,37.67,False
402,2024-10-29,2024-11-03,71,15,12,3,,SO-20230402,8,23.70,14.69,0.00,189.60,72.08,False
403,2024-10-25,2024-10-27,107,23,5,3,,SO-20230403,2,24.55,13.26,0.00,49.10,22.58,False
404,2024-11-07,2024-11-08,130,15,11,3,7,SO-20230404,2,28.95,14.69,2.90,55.00,25.62,False
405,2024-07-23,2024-07-27,143,2,9,2,,SO-20230405,6,17.75,7.13,0.00,106.50,63.72,False
406,2024-12-14,2024-12-15,5,43,7,1,,SO-20230406,6,31.60,16.12,0.00,189.60,92.88,False
407,2023-03-13,2023-03-17,124,27,8,1,,SO-20230407,1,11.30,6.10,0.00,11.30,5.20,False
408,2023-03-27,2023-04-02,53,16,9,3,8,SO-20230408,8,35.20,14.24,22.53,259.07,145.15,False
409,2024-04-15,2024-04-21,56,26,11,2,7,SO-20230409,7,34.15,14.44,11.95,227.10,126.02,False
410,2024-01-29,2024-01-31,150,43,7,2,1,SO-20230410,3,26.60,16.12,6.38,73.42,25.06,False
411,2023-12-30,2024-01-03,143,16,10,1,,SO-20230411,3,34.45,14.24,0.00,103.35,60.63,False
412,2023-04-21,2023-04-25,112,13,9,1,3,SO-20230412,7,18.70,10.64,15.71,115.19,40.71,False
413,2024-11-17,2024-11-23,145,22,1,1,1,SO-20230413,3,23.30,9.57,8.39,61.51,32.80,False
414,2023-03-14,2023-03-17,56,8,5,3,2,SO-20230414,3,38.35,15.46,9.20,105.85,59.47,False
415,2023-06-05,2023-06-06,63,37,8,2,5,SO-20230415,7,17.50,6.35,14.70,107.80,63.35,False
416,2024-05-25,2024-05-28,35,20,2,3,,SO-20230416,1,23.45,8.14,0.00,23.45,15.31,False
417,2023-09-07,2023-09-08,10,10,7,1,,SO-20230417,7,14.85,5.91,0.00,103.95,62.58,False
418,2024-04-24,2024-04-29,115,13,2,2,1,SO-20230418,4,15.70,10.64,7.54,55.26,12.70,False
419,2023-02-19,2023-02-23,149,21,3,1,1,SO-20230419,6,20.55,9.21,6.17,117.13,61.87,False
420,2023-06-09,2023-06-13,17,32,12,2,2,SO-20230420,5,30.65,11.80,18.39,134.86,75.86,False
421,2023-07-17,2023-07-18,37,24,3,2,2,SO-20230421,8,31.55,13.02,30.29,222.11,117.95,False
422,2023-10-04,2023-10-05,23,8,3,1,6,SO-20230422,8,37.10,15.46,35.62,261.18,137.50,False
423,2023-01-29,2023-02-02,110,10,1,2,4,SO-20230423,3,17.85,5.91,4.28,49.27,31.54,False
424,2023-09-19,2023-09-21,112,7,9,3,5,SO-20230424,2,33.35,16.12,8.00,58.70,26.46,False
425,2024-05-11,2024-05-16,175,24,7,2,,SO-20230425,8,31.55,13.02,0.00,252.40,148.24,False
426,2024-11-22,2024-11-25,30,20,12,1,8,SO-20230426,6,17.70,8.14,8.50,97.70,48.86,True
427,2023-11-01,2023-11-06,21,2,1,1,8,SO-20230427,6,15.75,7.13,11.34,83.16,40.38,False
428,2024-12-03,2024-12-08,112,2,2,1,7,SO-20230428,1,20.00,7.13,1.60,18.40,11.27,False
429,2024-10-06,2024-10-12,92,12,8,3,,SO-20230429,1,22.60,9.36,0.00,22.60,13.24,False
430,2023-11-27,2023-11-28,109,30,10,1,,SO-20230430,7,24.15,8.35,0.00,169.05,110.60,True
431,2023-08-08,2023-08-12,64,10,10,3,6,SO-20230431,4,11.10,5.91,5.33,39.07,15.43,False
432,2024-01-09,2024-01-12,115,33,8,3,,SO-20230432,4,22.75,13.50,0.00,91.00,37.00,False
433,2024-10-16,2024-10-20,166,11,1,1,1,SO-20230433,7,18.35,8.96,6.42,122.03,59.31,False
434,2024-04-04,2024-04-10,150,13,10,2,4,SO-20230434,2,17.95,10.64,2.87,33.03,11.75,False
435,2024-04-02,2024-04-05,168,8,3,1,,SO-20230435,3,39.60,15.46,0.00,118.80,72.42,True
436,2023-02-23,2023-03-01,87,41,11,2,7,SO-20230436,1,20.85,12.07,1.04,19.81,7.74,False
437,2024-09-06,2024-09-09,16,48,9,3,6,SO-20230437,4,19.10,9.36,9.17,67.23,29.79,False
438,2024-11-01,2024-11-07,15,8,7,3,2,SO-20230438,3,31.10,15.46,7.46,85.84,39.46,False
439,2023-04-15,2023-04-16,68,30,8,1,2,SO-20230439,5,23.65,8.35,14.19,104.06,62.31,False
440,2024-08-03,2024-08-06,61,24,8,1,4,SO-20230440,1,29.30,13.02,2.34,26.96,13.94,False
441,2024-10-27,2024-10-30,51,18,9,2,,SO-20230441,2,12.45,4.69,0.00,24.90,15.52,False
442,2024-10-15,2024-10-18,33,32,11,1,3,SO-20230442,8,26.65,11.80,17.06,196.14,101.74,False
443,2024-02-24,2024-02-29,133,28,5,1,1,SO-20230443,7,13.80,6.92,11.59,85.01,36.57,False
444,2023-03-23,2023-03-25,60,19,7,1,5,SO-20230444,5,16.95,7.53,6.78,77.97,40.32,False
445,2023-11-24,2023-11-26,172,29,4,3,2,SO-20230445,1,10.65,7.78,0.53,10.12,2.34,False
446,2023-06-20,2023-06-25,34,48,12,1,3,SO-20230446,5,18.85,9.36,11.31,82.94,36.14,False
447,2023-05-14,2023-05-19,42,24,5,3,,SO-20230447,7,33.55,13.02,0.00,234.85,143.71,False
448,2024-02-05,2024-02-06,120,10,3,1,6,SO-20230448,3,9.10,5.91,2.18,25.12,7.39,False
449,2024-09-11,2024-09-14,61,34,1,3,3,SO-20230449,7,29.25,13.23,16.38,188.37,95.76,False
450,2023-09-22,2023-09-25,170,27,6,3,1,SO-20230450,8,16.30,6.10,10.43,119.97,71.17,False
451,2024-04-24,2024-04-29,16,21,4,2,,SO-20230451,5,14.30,9.21,0.00,71.50,25.45,False
452,2023-12-16,2023-12-21,123,46,4,2,1,SO-20230452,7,15.10,5.91,8.46,97.24,55.87,False
453,2023-01-12,2023-01-16,129,44,5,3,,SO-20230453,6,34.35,15.46,0.00,206.10,113.34,False
454,2023-03-30,2023-04-05,12,21,7,3,5,SO-20230454,2,13.80,9.21,1.38,26.22,7.80,False
455,2023-02-08,2023-02-11,15,44,1,2,8,SO-20230455,1,32.60,15.46,3.91,28.69,13.23,False
456,2024-04-25,2024-04-30,161,48,2,3,8,SO-20230456,2,19.10,9.36,4.58,33.62,14.90,False
457,2023-11-15,2023-11-20,138,18,9,2,8,SO-20230457,2,9.20,4.69,2.21,16.19,6.81,False
458,2024-10-29,2024-10-31,2,8,10,2,,SO-20230458,6,29.60,15.46,0.00,177.60,84.84,False
459,2024-03-20,2024-03-23,157,12,5,3,8,SO-20230459,8,25.60,9.36,24.58,180.22,105.34,False
460,2024-08-30,2024-08-31,30,11,2,3,8,SO-20230460,3,19.85,8.96,4.76,54.79,27.91,False
461,2024-10-23,2024-10-28,160,1,9,2,4,SO-20230461,6,9.00,6.35,2.70,51.30,13.20,False
462,2023-01-21,2023-01-25,133,38,1,1,4,SO-20230462,2,16.50,7.13,3.96,29.04,14.78,False
463,2023-02-24,2023-02-27,140,23,6,1,6,SO-20230463,7,22.30,13.26,12.49,143.61,50.79,False
464,2024-02-12,2024-02-14,6,13,7,3,2,SO-20230464,5,25.45,10.64,15.27,111.98,58.78,False
465,2023-04-09,2023-04-11,93,11,2,2,,SO-20230465,4,20.60,8.96,0.00,82.40,46.56,False
466,2024-06-26,2024-07-01,72,25,8,3,3,SO-20230466,6,28.40,14.93,13.63,156.77,67.19,False
467,2023-12-13,2023-12-14,117,33,4,1,6,SO-20230467,2,28.25,13.50,4.52,51.98,24.98,False
468,2023-06-30,2023-07-04,172,31,11,1,,SO-20230468,3,22.40,11.83,0.00,67.20,31.71,False
469,2024-11-06,2024-11-07,130,22,12,3,7,SO-20230469,5,26.05,9.57,6.51,123.74,75.89,False
470,2024-02-26,2024-03-03,130,4,2,1,6,SO-20230470,1,22.25,10.58,2.67,19.58,9.00,False
471,2023-01-31,2023-02-06,58,3,5,3,4,SO-20230471,2,22.25,10.40,5.34,39.16,18.36,False
472,2023-06-22,2023-06-27,68,24,1,3,,SO-20230472,2,29.55,13.02,0.00,59.10,33.06,False
473,2024-01-27,2024-02-02,157,28,11,1,7,SO-20230473,5,18.55,6.92,4.64,88.11,53.51,False
474,2024-05-25,2024-05-31,68,27,4,1,,SO-20230474,2,12.30,6.10,0.00,24.60,12.40,False
475,2023-08-09,2023-08-14,27,8,4,3,7,SO-20230475,3,31.60,15.46,4.74,90.06,43.68,False
476,2024-12-06,2024-12-07,70,13,1,1,4,SO-20230476,4,24.45,10.64,4.89,92.91,50.35,True
477,2023-08-02,2023-08-07,65,24,5,2,1,SO-20230477,6,29.55,13.02,21.28,156.02,77.90,False
478,2023-06-19,2023-06-24,129,4,6,2,3,SO-20230478,5,21.75,10.58,5.44,103.31,50.41,False
479,2024-08-01,2024-08-04,86,18,7,1,3,SO-20230479,1,8.45,4.69,0.42,8.03,3.34,False
480,2024-11-01,2024-11-04,166,46,10,1,8,SO-20230480,3,11.35,5.91,1.70,32.35,14.62,False
481,2024-06-03,2024-06-05,84,22,1,1,1,SO-20230481,4,20.80,9.57,4.16,79.04,40.76,False
482,2023-05-05,2023-05-06,159,43,3,3,2,SO-20230482,2,26.35,16.12,6.32,46.38,14.14,False
483,2023-07-27,2023-08-01,49,26,5,2,2,SO-20230483,1,31.40,14.44,2.51,28.89,14.45,False
484,2023-02-23,2023-02-27,32,7,2,3,,SO-20230484,6,31.60,16.12,0.00,189.60,92.88,False
485,2023-02-22,2023-02-24,101,39,2,1,4,SO-20230485,3,23.00,10.40,5.52,63.48,32.28,False
486,2024-10-21,2024-10-25,29,28,10,2,5,SO-20230486,8,15.80,6.92,6.32,120.08,64.72,False
