ActualKey,Date,DepartmentKey,CostCenterKey,AccountKey,ScenarioKey,Amount,FTE,CommentCode
3757,2024-06-01,3,5,13,1,65239.91,2.65,SEASONAL
3758,2024-06-01,3,5,14,1,67728.99,3.65,SEASONAL
3759,2024-06-01,3,5,15,1,71118.07,3.65,TREND
3760,2024-06-01,3,5,16,1,74007.15,2.25,SEASONAL
3761,2024-06-01,3,5,17,1,76846.23,2.60,TREND
3762,2024-06-01,3,5,18,1,80835.31,3.15,TREND
3763,2024-06-01,3,5,19,1,62499.54,2.85,PROJECT
3764,2024-06-01,3,5,20,1,64685.10,2.60,TREND
3765,2024-06-01,3,5,21,1,68595.66,3.90,SEASONAL
3766,2024-06-01,3,5,22,1,69506.22,2.20,BASE
3767,2024-06-01,3,5,23,1,73141.78,2.35,PROJECT
3768,2024-06-01,3,5,24,1,74602.34,3.70,BASE
3769,2024-06-01,3,5,25,1,77687.90,2.75,SEASONAL
3770,2024-06-01,3,5,26,1,79923.46,3.15,PROJECT
3771,2024-06-01,3,5,27,1,82609.02,1.90,TREND
3772,2024-06-01,3,5,28,1,63589.69,4.15,TREND
3773,2024-06-01,3,5,29,1,65347.61,3.65,BASE
3774,2024-06-01,3,5,30,1,66680.53,1.85,TREND
3775,2024-06-01,3,5,31,1,68213.45,1.85,TREND
3776,2024-06-01,3,5,32,1,71271.37,2.05,BASE
3777,2024-06-01,3,5,33,1,72904.29,2.00,SEASONAL
3778,2024-06-01,3,5,34,1,73587.21,1.95,PROJECT
3779,2024-06-01,3,5,35,1,75995.13,2.05,BASE
3780,2024-06-01,3,5,36,1,77603.05,3.50,TREND
3781,2024-06-01,3,6,1,1,44955.41,1.75,TREND
3782,2024-06-01,3,6,2,1,51905.05,3.10,SEASONAL
3783,2024-06-01,3,6,3,1,56129.69,2.80,TREND
3784,2024-06-01,3,6,4,1,63004.33,2.05,TREND
3785,2024-06-01,3,6,5,1,67603.97,3.10,BASE
3786,2024-06-01,3,6,6,1,73403.61,3.35,SEASONAL
3787,2024-06-01,3,6,7,1,78728.25,2.60,SEASONAL
3788,2024-06-01,3,6,8,1,84877.89,2.60,PROJECT
3789,2024-06-01,3,6,9,1,91227.53,3.55,PROJECT
3790,2024-06-01,3,6,10,1,54315.53,2.10,SEASONAL
3791,2024-06-01,3,6,11,1,57779.61,2.30,BASE
3792,2024-06-01,3,6,12,1,60818.69,3.75,TREND
3793,2024-06-01,3,6,13,1,63882.77,1.75,TREND
3794,2024-06-01,3,6,14,1,67246.85,3.25,TREND
3795,2024-06-01,3,6,15,1,71085.93,3.25,SEASONAL
3796,2024-06-01,3,6,16,1,74500.01,4.10,TREND
3797,2024-06-01,3,6,17,1,77064.09,3.90,TREND
3798,2024-06-01,3,6,18,1,80778.17,4.15,TREND
3799,2024-06-01,3,6,19,1,62131.68,3.75,PROJECT
3800,2024-06-01,3,6,20,1,66042.24,2.25,PROJECT
3801,2024-06-01,3,6,21,1,67777.80,3.35,PROJECT
3802,2024-06-01,3,6,22,1,70938.36,1.90,BASE
3803,2024-06-01,3,6,23,1,72698.92,4.00,TREND
3804,2024-06-01,3,6,24,1,74884.48,3.80,SEASONAL
3805,2024-06-01,3,6,25,1,77995.04,3.50,BASE
3806,2024-06-01,3,6,26,1,80380.60,3.80,BASE
3807,2024-06-01,3,6,27,1,81591.16,3.05,SEASONAL
3808,2024-06-01,3,6,28,1,63038.79,4.15,SEASONAL
3809,2024-06-01,3,6,29,1,65646.71,3.55,SEASONAL
3810,2024-06-01,3,6,30,1,66354.63,2.95,TREND
3811,2024-06-01,3,6,31,1,68587.55,3.75,BASE
3812,2024-06-01,3,6,32,1,71020.47,4.00,SEASONAL
3813,2024-06-01,3,6,33,1,71803.39,3.95,PROJECT
3814,2024-06-01,3,6,34,1,74161.31,2.00,PROJECT
3815,2024-06-01,3,6,35,1,76469.23,1.90,TREND
3816,2024-06-01,3,6,36,1,78727.15,1.80,BASE
3817,2024-06-01,4,7,1,1,45880.41,1.90,BASE
3818,2024-06-01,4,7,2,1,51380.05,2.00,PROJECT
3819,2024-06-01,4,7,3,1,56404.69,1.65,PROJECT
3820,2024-06-01,4,7,4,1,62779.33,2.30,SEASONAL
3821,2024-06-01,4,7,5,1,67703.97,1.95,BASE
3822,2024-06-01,4,7,6,1,74653.61,1.00,BASE
3823,2024-06-01,4,7,7,1,79578.25,0.85,TREND
3824,2024-06-01,4,7,8,1,84352.89,2.50,SEASONAL
3825,2024-06-01,4,7,9,1,90902.53,1.65,TREND
3826,2024-06-01,4,7,10,1,54658.38,1.25,PROJECT
3827,2024-06-01,4,7,11,1,58972.46,2.50,TREND
3828,2024-06-01,4,7,12,1,61661.54,1.80,SEASONAL
3829,2024-06-01,4,7,13,1,63900.62,1.75,BASE
3830,2024-06-01,4,7,14,1,68314.70,2.45,SEASONAL
3831,2024-06-01,4,7,15,1,71778.78,2.30,PROJECT
3832,2024-06-01,4,7,16,1,73617.86,1.50,BASE
3833,2024-06-01,4,7,17,1,77106.94,1.20,PROJECT
3834,2024-06-01,4,7,18,1,80871.02,1.35,SEASONAL
3835,2024-06-01,4,7,19,1,63363.83,2.30,BASE
3836,2024-06-01,4,7,20,1,64974.39,2.10,SEASONAL
3837,2024-06-01,4,7,21,1,67309.95,0.95,SEASONAL
3838,2024-06-01,4,7,22,1,70770.51,1.80,TREND
3839,2024-06-01,4,7,23,1,72706.07,2.65,BASE
3840,2024-06-01,4,7,24,1,74516.63,0.60,SEASONAL
3841,2024-06-01,4,7,25,1,77327.19,1.10,PROJECT
3842,2024-06-01,4,7,26,1,79312.75,1.65,PROJECT
3843,2024-06-01,4,7,27,1,81848.31,2.60,SEASONAL
3844,2024-06-01,4,7,28,1,63037.90,2.10,PROJECT
3845,2024-06-01,4,7,29,1,65220.82,1.65,PROJECT
3846,2024-06-01,4,7,30,1,67578.74,2.05,TREND
3847,2024-06-01,4,7,31,1,69086.66,2.20,TREND
3848,2024-06-01,4,7,32,1,69969.58,2.60,BASE
3849,2024-06-01,4,7,33,1,73152.50,2.90,SEASONAL
3850,2024-06-01,4,7,34,1,74235.42,2.65,BASE
3851,2024-06-01,4,7,35,1,75918.34,2.05,PROJECT
3852,2024-06-01,4,7,36,1,78826.26,2.70,SEASONAL
3853,2024-06-01,4,8,1,1,45680.40,1.50,SEASONAL
3854,2024-06-01,4,8,2,1,52005.04,2.85,PROJECT
3855,2024-06-01,4,8,3,1,57879.68,1.60,BASE
3856,2024-06-01,4,8,4,1,62679.32,1.80,BASE
3857,2024-06-01,4,8,5,1,68978.96,0.90,PROJECT
3858,2024-06-01,4,8,6,1,74403.60,1.95,TREND
3859,2024-06-01,4,8,7,1,79153.24,2.25,PROJECT
3860,2024-06-01,4,8,8,1,85752.88,0.95,PROJECT
3861,2024-06-01,4,8,9,1,91552.52,0.85,SEASONAL
3862,2024-06-01,4,8,10,1,55526.24,1.95,PROJECT
3863,2024-06-01,4,8,11,1,58590.32,2.40,SEASONAL
3864,2024-06-01,4,8,12,1,61454.40,0.70,PROJECT
3865,2024-06-01,4,8,13,1,64743.48,1.55,TREND
3866,2024-06-01,4,8,14,1,68182.56,2.50,PROJECT
3867,2024-06-01,4,8,15,1,70796.64,2.80,BASE
3868,2024-06-01,4,8,16,1,74535.72,0.70,PROJECT
3869,2024-06-01,4,8,17,1,78024.80,2.55,PROJECT
3870,2024-06-01,4,8,18,1,81013.88,1.95,BASE
3871,2024-06-01,4,8,19,1,62720.97,0.55,TREND
3872,2024-06-01,4,8,20,1,64781.53,0.75,PROJECT
3873,2024-06-01,4,8,21,1,67792.09,1.80,SEASONAL
3874,2024-06-01,4,8,22,1,70852.65,1.70,BASE
3875,2024-06-01,4,8,23,1,71938.21,0.55,TREND
3876,2024-06-01,4,8,24,1,75298.77,2.05,TREND
3877,2024-06-01,4,8,25,1,77609.33,2.90,BASE
3878,2024-06-01,4,8,26,1,79594.89,2.80,PROJECT
3879,2024-06-01,4,8,27,1,83130.45,1.45,SEASONAL
3880,2024-06-01,4,8,28,1,63237.00,2.75,PROJECT
3881,2024-06-01,4,8,29,1,65294.92,0.95,TREND
3882,2024-06-01,4,8,30,1,67152.84,1.35,SEASONAL
3883,2024-06-01,4,8,31,1,69160.76,2.90,PROJECT
3884,2024-06-01,4,8,32,1,70668.68,2.70,PROJECT
3885,2024-06-01,4,8,33,1,71951.60,2.55,SEASONAL
3886,2024-06-01,4,8,34,1,73934.52,1.35,TREND
3887,2024-06-01,4,8,35,1,75667.44,2.45,PROJECT
3888,2024-06-01,4,8,36,1,77750.36,1.40,BASE
3889,2024-06-01,5,9,1,1,42446.70,1.40,BASE
3890,2024-06-01,5,9,2,1,48596.37,3.00,PROJECT
3891,2024-06-01,5,9,3,1,53346.03,2.30,BASE
3892,2024-06-01,5,9,4,1,59095.70,1.25,BASE
3893,2024-06-01,5,9,5,1,63570.36,2.50,SEASONAL
3894,2024-06-01,5,9,6,1,69745.02,2.25,SEASONAL
3895,2024-06-01,5,9,7,1,74394.69,2.30,PROJECT
3896,2024-06-01,5,9,8,1,79694.35,0.95,PROJECT
3897,2024-06-01,5,9,9,1,84544.02,3.30,SEASONAL
3898,2024-06-01,5,9,10,1,52142.82,2.50,BASE
3899,2024-06-01,5,9,11,1,54342.62,1.90,SEASONAL
3900,2024-06-01,5,9,12,1,56992.43,2.25,TREND
3901,2024-06-01,5,9,13,1,60292.24,1.75,BASE
3902,2024-06-01,5,9,14,1,62667.05,2.25,TREND
3903,2024-06-01,5,9,15,1,66141.86,1.55,TREND
3904,2024-06-01,5,9,16,1,69916.66,2.00,BASE
3905,2024-06-01,5,9,17,1,73291.47,2.00,SEASONAL
3906,2024-06-01,5,9,18,1,75041.28,1.15,BASE
3907,2024-06-01,5,9,19,1,59599.57,2.40,PROJECT
3908,2024-06-01,5,9,20,1,61599.42,3.35,BASE
3909,2024-06-01,5,9,21,1,63574.28,3.15,PROJECT
3910,2024-06-01,5,9,22,1,65074.13,1.40,PROJECT
3911,2024-06-01,5,9,23,1,67798.99,1.05,SEASONAL
3912,2024-06-01,5,9,24,1,69398.85,1.25,TREND
3913,2024-06-01,5,9,25,1,71498.70,1.20,TREND
3914,2024-06-01,5,9,26,1,74748.56,3.05,SEASONAL
3915,2024-06-01,5,9,27,1,77623.41,2.90,PROJECT
3916,2024-06-01,5,9,28,1,59823.70,2.35,TREND
3917,2024-06-01,5,9,29,1,60661.10,3.30,SEASONAL
3918,2024-06-01,5,9,30,1,62798.49,2.25,BASE
3919,2024-06-01,5,9,31,1,65035.88,2.00,TREND
3920,2024-06-01,5,9,32,1,66023.27,3.10,TREND
3921,2024-06-01,5,9,33,1,68535.66,1.45,BASE
3922,2024-06-01,5,9,34,1,70173.06,0.95,BASE
3923,2024-06-01,5,9,35,1,71710.45,1.80,SEASONAL
3924,2024-06-01,5,9,36,1,73147.84,1.30,TREND
3925,2024-06-01,5,10,1,1,43141.70,3.20,SEASONAL
3926,2024-06-01,5,10,2,1,47691.36,2.40,PROJECT
3927,2024-06-01,5,10,3,1,52716.03,2.85,SEASONAL
3928,2024-06-01,5,10,4,1,59415.69,1.25,BASE
3929,2024-06-01,5,10,5,1,63715.36,1.35,BASE
3930,2024-06-01,5,10,6,1,68565.02,2.25,TREND
3931,2024-06-01,5,10,7,1,73689.68,1.20,TREND
3932,2024-06-01,5,10,8,1,79764.35,1.35,SEASONAL
3933,2024-06-01,5,10,9,1,84989.01,1.15,PROJECT
3934,2024-06-01,5,10,10,1,51932.81,1.30,SEASONAL
3935,2024-06-01,5,10,11,1,55257.62,1.40,BASE
3936,2024-06-01,5,10,12,1,57907.43,2.35,BASE
3937,2024-06-01,5,10,13,1,61082.24,3.10,TREND
3938,2024-06-01,5,10,14,1,63707.05,2.20,SEASONAL
3939,2024-06-01,5,10,15,1,65981.85,2.05,SEASONAL
3940,2024-06-01,5,10,16,1,69506.66,2.90,SEASONAL
3941,2024-06-01,5,10,17,1,73006.47,2.90,TREND
3942,2024-06-01,5,10,18,1,75981.28,2.35,BASE
3943,2024-06-01,5,10,19,1,58229.56,2.55,TREND
3944,2024-06-01,5,10,20,1,61879.42,2.25,TREND
3945,2024-06-01,5,10,21,1,62704.28,2.95,PROJECT
3946,2024-06-01,5,10,22,1,66054.13,1.35,BASE
3947,2024-06-01,5,10,23,1,68203.99,1.45,PROJECT
3948,2024-06-01,5,10,24,1,70878.84,3.30,BASE
3949,2024-06-01,5,10,25,1,71903.70,2.95,TREND
3950,2024-06-01,5,10,26,1,73778.56,2.40,SEASONAL
3951,2024-06-01,5,10,27,1,76178.41,2.10,SEASONAL
3952,2024-06-01,5,10,28,1,59046.20,2.30,PROJECT
3953,2024-06-01,5,10,29,1,60458.59,3.10,BASE
3954,2024-06-01,5,10,30,1,62495.99,3.15,BASE
3955,2024-06-01,5,10,31,1,63833.38,1.50,PROJECT
3956,2024-06-01,5,10,32,1,66045.77,1.40,SEASONAL
3957,2024-06-01,5,10,33,1,68408.16,3.30,PROJECT
3958,2024-06-01,5,10,34,1,69270.55,1.40,TREND
3959,2024-06-01,5,10,35,1,71207.95,1.05,PROJECT
3960,2024-06-01,5,10,36,1,72620.34,2.70,TREND
3961,2024-06-01,6,11,1,1,42436.69,1.50,TREND
3962,2024-06-01,6,11,2,1,48436.36,1.35,BASE
3963,2024-06-01,6,11,3,1,53886.02,2.50,BASE
3964,2024-06-01,6,11,4,1,59535.69,2.45,BASE
3965,2024-06-01,6,11,5,1,64635.35,1.75,PROJECT
3966,2024-06-01,6,11,6,1,70010.01,1.70,PROJECT
3967,2024-06-01,6,11,7,1,75234.68,1.60,SEASONAL
3968,2024-06-01,6,11,8,1,79059.34,2.50,BASE
3969,2024-06-01,6,11,9,1,84584.01,2.40,PROJECT
3970,2024-06-01,6,11,10,1,52172.81,2.25,PROJECT
3971,2024-06-01,6,11,11,1,54522.62,3.65,BASE
3972,2024-06-01,6,11,12,1,57797.43,2.05,TREND
3973,2024-06-01,6,11,13,1,60072.24,2.65,PROJECT
3974,2024-06-01,6,11,14,1,63472.04,2.50,BASE
3975,2024-06-01,6,11,15,1,66571.85,3.55,BASE
3976,2024-06-01,6,11,16,1,69771.66,2.50,TREND
3977,2024-06-01,6,11,17,1,73046.47,1.35,SEASONAL
3978,2024-06-01,6,11,18,1,76046.28,2.75,BASE
3979,2024-06-01,6,11,19,1,58159.56,2.25,TREND
3980,2024-06-01,6,11,20,1,60659.42,2.50,TREND
3981,2024-06-01,6,11,21,1,62834.27,1.65,SEASONAL
3982,2024-06-01,6,11,22,1,66059.13,1.60,TREND
3983,2024-06-01,6,11,23,1,68333.99,3.20,TREND
3984,2024-06-01,6,11,24,1,70283.84,1.95,BASE
3985,2024-06-01,6,11,25,1,71558.70,1.95,PROJECT
3986,2024-06-01,6,11,26,1,74183.55,3.55,SEASONAL
3987,2024-06-01,6,11,27,1,77083.41,2.20,BASE
3988,2024-06-01,6,11,28,1,59693.70,1.60,BASE
3989,2024-06-01,6,11,29,1,61731.09,2.60,BASE
3990,2024-06-01,6,11,30,1,63518.48,2.05,TREND
3991,2024-06-01,6,11,31,1,63580.88,2.10,BASE
3992,2024-06-01,6,11,32,1,66518.27,3.50,TREND
3993,2024-06-01,6,11,33,1,67055.66,2.55,TREND
3994,2024-06-01,6,11,34,1,69268.05,2.70,TREND
3995,2024-06-01,6,11,35,1,70680.44,2.50,TREND
3996,2024-06-01,6,11,36,1,73292.84,1.65,PROJECT
3997,2024-06-01,6,12,1,1,43781.69,1.60,SEASONAL
3998,2024-06-01,6,12,2,1,48681.35,1.95,TREND
3999,2024-06-01,6,12,3,1,54306.02,1.85,PROJECT
4000,2024-06-01,6,12,4,1,58405.68,2.55,BASE
4001,2024-06-01,6,12,5,1,64030.35,3.15,PROJECT
4002,2024-06-01,6,12,6,1,69105.01,2.25,BASE
4003,2024-06-01,6,12,7,1,74054.67,2.60,SEASONAL
4004,2024-06-01,6,12,8,1,79929.34,1.35,TREND
4005,2024-06-01,6,12,9,1,85054.00,3.00,BASE
4006,2024-06-01,6,12,10,1,51812.81,1.50,BASE
4007,2024-06-01,6,12,11,1,53812.62,2.55,TREND
4008,2024-06-01,6,12,12,1,58062.43,3.45,PROJECT
4009,2024-06-01,6,12,13,1,60637.23,2.00,BASE
4010,2024-06-01,6,12,14,1,62962.04,1.55,BASE
4011,2024-06-01,6,12,15,1,66686.85,1.75,BASE
4012,2024-06-01,6,12,16,1,69786.66,2.35,TREND
4013,2024-06-01,6,12,17,1,72461.47,2.60,SEASONAL
4014,2024-06-01,6,12,18,1,75886.27,2.75,PROJECT
4015,2024-06-01,6,12,19,1,59389.56,3.65,TREND
4016,2024-06-01,6,12,20,1,61039.42,1.75,PROJECT
4017,2024-06-01,6,12,21,1,62714.27,2.65,SEASONAL
4018,2024-06-01,6,12,22,1,64939.13,2.90,SEASONAL
4019,2024-06-01,6,12,23,1,67638.98,2.00,PROJECT
4020,2024-06-01,6,12,24,1,70638.84,2.10,TREND
4021,2024-06-01,6,12,25,1,72413.70,1.70,PROJECT
4022,2024-06-01,6,12,26,1,74563.55,2.80,BASE
4023,2024-06-01,6,12,27,1,77138.41,1.85,SEASONAL
4024,2024-06-01,6,12,28,1,59616.20,2.95,BASE
4025,2024-06-01,6,12,29,1,61803.59,1.90,PROJECT
4026,2024-06-01,6,12,30,1,62840.98,3.40,BASE
4027,2024-06-01,6,12,31,1,64303.37,1.85,TREND
4028,2024-06-01,6,12,32,1,65340.77,2.25,PROJECT
4029,2024-06-01,6,12,33,1,68028.16,1.60,BASE
4030,2024-06-01,6,12,34,1,69440.55,2.10,SEASONAL
4031,2024-06-01,6,12,35,1,71302.94,1.70,PROJECT
4032,2024-06-01,6,12,36,1,72965.33,3.60,BASE
4033,2024-06-01,7,13,1,1,44735.70,3.25,PROJECT
4034,2024-06-01,7,13,2,1,51341.60,2.90,PROJECT
4035,2024-06-01,7,13,3,1,55622.50,3.55,BASE
4036,2024-06-01,7,13,4,1,62003.39,2.15,SEASONAL
4037,2024-06-01,7,13,5,1,67159.29,1.95,PROJECT
4038,2024-06-01,7,13,6,1,73140.18,3.65,TREND
4039,2024-06-01,7,13,7,1,78996.08,2.10,BASE
4040,2024-06-01,7,13,8,1,83476.98,2.70,TREND
4041,2024-06-01,7,13,9,1,88907.87,3.25,PROJECT
4042,2024-06-01,7,13,10,1,54643.58,2.25,PROJECT
4043,2024-06-01,7,13,11,1,58254.09,3.55,PROJECT
4044,2024-06-01,7,13,12,1,61114.61,2.15,TREND
4045,2024-06-01,7,13,13,1,63100.12,1.95,SEASONAL
4046,2024-06-01,7,13,14,1,66310.63,2.90,TREND
4047,2024-06-01,7,13,15,1,70646.14,1.80,PROJECT
4048,2024-06-01,7,13,16,1,74106.65,2.95,PROJECT
4049,2024-06-01,7,13,17,1,76867.17,3.95,PROJECT
4050,2024-06-01,7,13,18,1,79102.68,2.85,SEASONAL
4051,2024-06-01,7,13,19,1,62103.64,3.35,SEASONAL
4052,2024-06-01,7,13,20,1,64899.03,3.55,SEASONAL
4053,2024-06-01,7,13,21,1,67194.41,1.75,PROJECT
4054,2024-06-01,7,13,22,1,68789.79,3.05,BASE
4055,2024-06-01,7,13,23,1,71410.18,4.15,TREND
4056,2024-06-01,7,13,24,1,74430.56,1.85,PROJECT
4057,2024-06-01,7,13,25,1,76625.95,2.75,PROJECT
4058,2024-06-01,7,13,26,1,78921.33,3.10,SEASONAL
4059,2024-06-01,7,13,27,1,81516.71,3.40,PROJECT
4060,2024-06-01,7,13,28,1,62046.57,2.05,SEASONAL
4061,2024-06-01,7,13,29,1,64249.36,2.35,SEASONAL
4062,2024-06-01,7,13,30,1,66502.15,2.25,BASE
4063,2024-06-01,7,13,31,1,67104.94,3.10,TREND
4064,2024-06-01,7,13,32,1,68957.73,3.35,PROJECT
4065,2024-06-01,7,13,33,1,71235.51,2.10,SEASONAL
4066,2024-06-01,7,13,34,1,72688.30,3.50,SEASONAL
4067,2024-06-01,7,13,35,1,75791.09,2.85,SEASONAL
4068,2024-06-01,7,13,36,1,76118.88,3.60,BASE
4069,2024-06-01,7,14,1,1,45909.45,1.90,BASE
4070,2024-06-01,7,14,2,1,50440.35,3.50,BASE
4071,2024-06-01,7,14,3,1,56171.24,3.65,SEASONAL
4072,2024-06-01,7,14,4,1,62127.14,3.25,BASE
4073,2024-06-01,7,14,5,1,67408.03,1.95,TREND
4074,2024-06-01,7,14,6,1,73188.93,2.30,PROJECT
4075,2024-06-01,7,14,7,1,79094.83,2.35,SEASONAL
4076,2024-06-01,7,14,8,1,84950.72,3.10,PROJECT
4077,2024-06-01,7,14,9,1,89106.62,1.90,TREND
4078,2024-06-01,7,14,10,1,54360.72,2.55,TREND
4079,2024-06-01,7,14,11,1,57171.23,2.45,BASE
4080,2024-06-01,7,14,12,1,60406.75,1.90,PROJECT
4081,2024-06-01,7,14,13,1,64667.26,3.90,PROJECT
4082,2024-06-01,7,14,14,1,67527.77,3.15,BASE
4083,2024-06-01,7,14,15,1,71063.28,2.55,SEASONAL
4084,2024-06-01,7,14,16,1,72798.79,1.75,TREND
4085,2024-06-01,7,14,17,1,76834.31,3.15,SEASONAL
4086,2024-06-01,7,14,18,1,79844.82,2.15,BASE
4087,2024-06-01,7,14,19,1,61310.25,3.95,BASE
4088,2024-06-01,7,14,20,1,63955.63,3.25,TREND
4089,2024-06-01,7,14,21,1,66126.02,2.45,PROJECT
4090,2024-06-01,7,14,22,1,68821.40,3.45,BASE
4091,2024-06-01,7,14,23,1,72491.78,4.10,BASE
4092,2024-06-01,7,14,24,1,73912.17,2.40,BASE
4093,2024-06-01,7,14,25,1,75657.55,1.85,BASE
4094,2024-06-01,7,14,26,1,78477.94,3.95,BASE
4095,2024-06-01,7,14,27,1,80348.32,3.90,PROJECT
4096,2024-06-01,7,14,28,1,63070.28,3.85,TREND
4097,2024-06-01,7,14,29,1,64673.07,2.35,PROJECT
4098,2024-06-01,7,14,30,1,65850.85,2.60,TREND
4099,2024-06-01,7,14,31,1,68228.64,3.10,SEASONAL
4100,2024-06-01,7,14,32,1,69131.43,3.70,SEASONAL
4101,2024-06-01,7,14,33,1,72034.22,2.55,SEASONAL
4102,2024-06-01,7,14,34,1,72537.01,2.20,BASE
4103,2024-06-01,7,14,35,1,75914.79,1.80,TREND
4104,2024-06-01,7,14,36,1,76917.58,2.00,PROJECT
4105,2024-06-01,8,15,1,1,44858.20,2.95,SEASONAL
4106,2024-06-01,8,15,2,1,51039.09,1.70,SEASONAL
4107,2024-06-01,8,15,3,1,57219.99,2.70,PROJECT
4108,2024-06-01,8,15,4,1,61600.88,1.70,PROJECT
4109,2024-06-01,8,15,5,1,67231.78,2.65,SEASONAL
4110,2024-06-01,8,15,6,1,72987.68,2.40,BASE
4111,2024-06-01,8,15,7,1,77943.57,2.55,BASE
4112,2024-06-01,8,15,8,1,84299.47,1.35,TREND
4113,2024-06-01,8,15,9,1,90305.36,1.15,SEASONAL
4114,2024-06-01,8,15,10,1,54452.86,2.15,BASE
4115,2024-06-01,8,15,11,1,57788.37,2.90,SEASONAL
4116,2024-06-01,8,15,12,1,61348.89,1.15,PROJECT
4117,2024-06-01,8,15,13,1,64134.40,1.95,PROJECT
4118,2024-06-01,8,15,14,1,66444.91,1.60,TREND
4119,2024-06-01,8,15,15,1,70030.42,2.85,PROJECT
4120,2024-06-01,8,15,16,1,73465.93,0.80,BASE
4121,2024-06-01,8,15,17,1,76726.45,2.95,BASE
4122,2024-06-01,8,15,18,1,79011.96,2.25,PROJECT
4123,2024-06-01,8,15,19,1,62991.85,2.05,PROJECT
4124,2024-06-01,8,15,20,1,64937.24,2.30,BASE
4125,2024-06-01,8,15,21,1,67057.62,1.70,BASE
4126,2024-06-01,8,15,22,1,68828.00,1.00,PROJECT
4127,2024-06-01,8,15,23,1,71323.39,2.90,TREND
4128,2024-06-01,8,15,24,1,74343.77,2.05,BASE
4129,2024-06-01,8,15,25,1,76539.16,2.70,TREND
4130,2024-06-01,8,15,26,1,79134.54,1.40,PROJECT
4131,2024-06-01,8,15,27,1,80779.92,2.15,TREND
4132,2024-06-01,8,15,28,1,62693.98,2.65,BASE
4133,2024-06-01,8,15,29,1,64921.77,1.85,SEASONAL
4134,2024-06-01,8,15,30,1,66224.56,2.65,BASE
4135,2024-06-01,8,15,31,1,67427.35,2.45,TREND
4136,2024-06-01,8,15,32,1,69830.13,0.75,PROJECT
4137,2024-06-01,8,15,33,1,71932.92,1.45,PROJECT
4138,2024-06-01,8,15,34,1,72585.71,1.40,BASE
4139,2024-06-01,8,15,35,1,74363.50,1.85,SEASONAL
4140,2024-06-01,8,15,36,1,77366.29,0.85,PROJECT
4141,2024-06-01,8,16,1,1,46406.94,0.60,PROJECT
4142,2024-06-01,8,16,2,1,51387.84,1.10,BASE
4143,2024-06-01,8,16,3,1,57218.73,2.30,BASE
4144,2024-06-01,8,16,4,1,62224.63,2.05,PROJECT
4145,2024-06-01,8,16,5,1,68205.52,2.85,BASE
4146,2024-06-01,8,16,6,1,72786.42,1.30,BASE
4147,2024-06-01,8,16,7,1,79367.32,1.10,BASE
4148,2024-06-01,8,16,8,1,83973.21,2.60,PROJECT
4149,2024-06-01,8,16,9,1,90154.11,2.90,SEASONAL
4150,2024-06-01,8,16,10,1,53670.00,1.75,TREND
4151,2024-06-01,8,16,11,1,57555.51,0.80,TREND
4152,2024-06-01,8,16,12,1,60266.03,0.80,PROJECT
4153,2024-06-01,8,16,13,1,64201.54,0.60,BASE
4154,2024-06-01,8,16,14,1,67612.05,0.95,SEASONAL
4155,2024-06-01,8,16,15,1,70372.56,0.55,TREND
4156,2024-06-01,8,16,16,1,72958.07,2.10,TREND
4157,2024-06-01,8,16,17,1,76643.59,0.60,PROJECT
4158,2024-06-01,8,16,18,1,80104.10,2.10,BASE
4159,2024-06-01,8,16,19,1,62623.46,0.85,PROJECT
4160,2024-06-01,8,16,20,1,64368.84,0.60,SEASONAL
4161,2024-06-01,8,16,21,1,66664.23,2.70,SEASONAL
4162,2024-06-01,8,16,22,1,68709.61,2.40,TREND
4163,2024-06-01,8,16,23,1,71129.99,0.70,BASE
4164,2024-06-01,8,16,24,1,74025.38,2.55,BASE
4165,2024-06-01,8,16,25,1,76495.76,1.55,BASE
4166,2024-06-01,8,16,26,1,79566.15,2.65,SEASONAL
4167,2024-06-01,8,16,27,1,81436.53,1.30,PROJECT
4168,2024-06-01,8,16,28,1,62542.69,1.00,PROJECT
4169,2024-06-01,8,16,29,1,63795.47,1.80,BASE
4170,2024-06-01,8,16,30,1,65423.26,0.70,TREND
4171,2024-06-01,8,16,31,1,67201.05,0.65,TREND
4172,2024-06-01,8,16,32,1,69403.84,2.50,PROJECT
4173,2024-06-01,8,16,33,1,71281.63,2.55,BASE
4174,2024-06-01,8,16,34,1,72484.41,1.80,TREND
4175,2024-06-01,8,16,35,1,74662.20,2.50,PROJECT
4176,2024-06-01,8,16,36,1,77239.99,1.75,SEASONAL
4177,2024-06-01,9,17,1,1,34710.60,1.55,SEASONAL
4178,2024-06-01,9,17,2,1,38335.33,1.60,TREND
4179,2024-06-01,9,17,3,1,42985.07,3.25,TREND
4180,2024-06-01,9,17,4,1,46959.80,3.00,SEASONAL
4181,2024-06-01,9,17,5,1,50484.54,2.40,TREND
4182,2024-06-01,9,17,6,1,54259.28,1.55,BASE
4183,2024-06-01,9,17,7,1,58434.01,0.95,TREND
4184,2024-06-01,9,17,8,1,63433.75,2.10,BASE
4185,2024-06-01,9,17,9,1,67133.48,1.25,TREND
4186,2024-06-01,9,17,10,1,41490.41,1.95,SEASONAL
4187,2024-06-01,9,17,11,1,42772.40,1.40,TREND
4188,2024-06-01,9,17,12,1,45979.40,2.60,TREND
4189,2024-06-01,9,17,13,1,47786.39,3.05,TREND
