BudgetKey,Date,DepartmentKey,AccountKey,ScenarioKey,BudgetAmount,BudgetFTE
2265,2024-07-01,3,33,2,48919.40,2.25
2266,2024-07-01,3,34,2,49996.40,3.20
2267,2024-07-01,3,35,2,51123.40,3.90
2268,2024-07-01,3,36,2,52075.40,2.35
2269,2024-07-01,4,1,2,33117.00,4.10
2270,2024-07-01,4,2,2,36187.00,4.05
2271,2024-07-01,4,3,2,40332.00,4.15
2272,2024-07-01,4,4,2,43577.00,3.65
2273,2024-07-01,4,5,2,46122.00,2.85
2274,2024-07-01,4,6,2,49542.00,3.15
2275,2024-07-01,4,7,2,52887.00,2.60
2276,2024-07-01,4,8,2,55707.00,3.70
2277,2024-07-01,4,9,2,57977.00,4.10
2278,2024-07-01,4,10,2,37166.00,2.65
2279,2024-07-01,4,11,2,38501.00,2.60
2280,2024-07-01,4,12,2,41086.00,3.85
2281,2024-07-01,4,13,2,41796.00,3.10
2282,2024-07-01,4,14,2,44431.00,2.85
2283,2024-07-01,4,15,2,46441.00,3.45
2284,2024-07-01,4,16,2,48551.00,4.20
2285,2024-07-01,4,17,2,49561.00,3.20
2286,2024-07-01,4,18,2,51321.00,2.65
2287,2024-07-01,4,19,2,40758.60,2.85
2288,2024-07-01,4,20,2,41924.60,2.60
2289,2024-07-01,4,21,2,43340.60,4.40
2290,2024-07-01,4,22,2,45456.60,3.30
2291,2024-07-01,4,23,2,46147.60,2.80
2292,2024-07-01,4,24,2,47688.60,3.15
2293,2024-07-01,4,25,2,49679.60,3.90
2294,2024-07-01,4,26,2,51245.60,4.30
2295,2024-07-01,4,27,2,52561.60,2.85
2296,2024-07-01,4,28,2,42957.20,2.75
2297,2024-07-01,4,29,2,44434.20,3.20
2298,2024-07-01,4,30,2,45161.20,3.65
2299,2024-07-01,4,31,2,46763.20,3.10
2300,2024-07-01,4,32,2,48440.20,3.40
2301,2024-07-01,4,33,2,49542.20,3.10
2302,2024-07-01,4,34,2,50919.20,3.45
2303,2024-07-01,4,35,2,51346.20,4.25
2304,2024-07-01,4,36,2,52573.20,3.25
2305,2024-07-01,5,1,2,34160.00,1.85
2306,2024-07-01,5,2,2,37630.00,1.45
2307,2024-07-01,5,3,2,40725.00,2.60
2308,2024-07-01,5,4,2,43520.00,2.25
2309,2024-07-01,5,5,2,46490.00,1.85
2310,2024-07-01,5,6,2,49785.00,1.40
2311,2024-07-01,5,7,2,52280.00,1.90
2312,2024-07-01,5,8,2,56050.00,1.20
2313,2024-07-01,5,9,2,58620.00,2.25
2314,2024-07-01,5,10,2,37120.00,1.40
2315,2024-07-01,5,11,2,39080.00,0.95
2316,2024-07-01,5,12,2,41340.00,2.25
2317,2024-07-01,5,13,2,42575.00,1.00
2318,2024-07-01,5,14,2,44110.00,1.65
2319,2024-07-01,5,15,2,46545.00,1.85
2320,2024-07-01,5,16,2,48405.00,2.05
2321,2024-07-01,5,17,2,49490.00,1.00
2322,2024-07-01,5,18,2,52200.00,2.25
2323,2024-07-01,5,19,2,40646.00,1.45
2324,2024-07-01,5,20,2,42237.00,2.40
2325,2024-07-01,5,21,2,43953.00,1.65
2326,2024-07-01,5,22,2,44669.00,2.50
2327,2024-07-01,5,23,2,47160.00,1.45
2328,2024-07-01,5,24,2,47551.00,2.05
2329,2024-07-01,5,25,2,49067.00,0.90
2330,2024-07-01,5,26,2,51058.00,0.90
2331,2024-07-01,5,27,2,52249.00,0.90
2332,2024-07-01,5,28,2,43305.00,1.60
2333,2024-07-01,5,29,2,44732.00,2.40
2334,2024-07-01,5,30,2,46584.00,1.25
2335,2024-07-01,5,31,2,46861.00,1.95
2336,2024-07-01,5,32,2,48738.00,2.15
2337,2024-07-01,5,33,2,49890.00,2.40
2338,2024-07-01,5,34,2,49942.00,1.85
2339,2024-07-01,5,35,2,51619.00,0.80
2340,2024-07-01,5,36,2,52546.00,2.45
2341,2024-07-01,6,1,2,34628.00,2.50
2342,2024-07-01,6,2,2,37723.00,1.65
2343,2024-07-01,6,3,2,40618.00,1.70
2344,2024-07-01,6,4,2,43913.00,2.50
2345,2024-07-01,6,5,2,46983.00,1.90
2346,2024-07-01,6,6,2,50703.00,2.45
2347,2024-07-01,6,7,2,52873.00,1.90
2348,2024-07-01,6,8,2,56768.00,2.90
2349,2024-07-01,6,9,2,60088.00,2.75
2350,2024-07-01,6,10,2,37424.00,2.65
2351,2024-07-01,6,11,2,38959.00,1.85
2352,2024-07-01,6,12,2,41194.00,2.75
2353,2024-07-01,6,13,2,42429.00,2.25
2354,2024-07-01,6,14,2,44364.00,1.65
2355,2024-07-01,6,15,2,46099.00,2.00
2356,2024-07-01,6,16,2,48459.00,2.45
2357,2024-07-01,6,17,2,49969.00,1.55
2358,2024-07-01,6,18,2,51954.00,1.25
2359,2024-07-01,6,19,2,41733.40,2.55
2360,2024-07-01,6,20,2,42999.40,1.25
2361,2024-07-01,6,21,2,44240.40,2.50
2362,2024-07-01,6,22,2,44856.40,2.65
2363,2024-07-01,6,23,2,46747.40,2.05
2364,2024-07-01,6,24,2,47738.40,1.80
2365,2024-07-01,6,25,2,49579.40,1.35
2366,2024-07-01,6,26,2,50770.40,2.85
2367,2024-07-01,6,27,2,52586.40,2.80
2368,2024-07-01,6,28,2,44002.80,1.65
2369,2024-07-01,6,29,2,45104.80,2.65
2370,2024-07-01,6,30,2,46456.80,2.90
2371,2024-07-01,6,31,2,46883.80,2.05
2372,2024-07-01,6,32,2,49010.80,2.40
2373,2024-07-01,6,33,2,49162.80,2.05
2374,2024-07-01,6,34,2,51114.80,3.00
2375,2024-07-01,6,35,2,52091.80,2.75
2376,2024-07-01,6,36,2,53368.80,2.60
2377,2024-07-01,7,1,2,35246.00,2.25
2378,2024-07-01,7,2,2,38066.00,3.50
2379,2024-07-01,7,3,2,41136.00,2.80
2380,2024-07-01,7,4,2,44481.00,3.20
2381,2024-07-01,7,5,2,47551.00,2.90
2382,2024-07-01,7,6,2,50171.00,2.20
2383,2024-07-01,7,7,2,54141.00,2.30
2384,2024-07-01,7,8,2,56636.00,2.80
2385,2024-07-01,7,9,2,59781.00,2.75
2386,2024-07-01,7,10,2,37003.00,3.20
2387,2024-07-01,7,11,2,39888.00,3.30
2388,2024-07-01,7,12,2,40923.00,3.20
2389,2024-07-01,7,13,2,43183.00,2.55
2390,2024-07-01,7,14,2,44868.00,2.25
2391,2024-07-01,7,15,2,46328.00,2.25
2392,2024-07-01,7,16,2,49188.00,2.30
2393,2024-07-01,7,17,2,50873.00,3.05
2394,2024-07-01,7,18,2,52308.00,2.00
2395,2024-07-01,7,19,2,41395.80,3.50
2396,2024-07-01,7,20,2,43261.80,2.45
2397,2024-07-01,7,21,2,44402.80,1.70
2398,2024-07-01,7,22,2,45693.80,3.05
2399,2024-07-01,7,23,2,46409.80,3.50
2400,2024-07-01,7,24,2,48300.80,3.50
2401,2024-07-01,7,25,2,49666.80,2.45
2402,2024-07-01,7,26,2,51032.80,2.25
2403,2024-07-01,7,27,2,53223.80,2.65
2404,2024-07-01,7,28,2,44200.60,2.30
2405,2024-07-01,7,29,2,44927.60,2.70
2406,2024-07-01,7,30,2,46354.60,3.25
2407,2024-07-01,7,31,2,46856.60,3.40
2408,2024-07-01,7,32,2,48333.60,2.30
2409,2024-07-01,7,33,2,50210.60,3.00
2410,2024-07-01,7,34,2,50837.60,3.10
2411,2024-07-01,7,35,2,52589.60,3.05
2412,2024-07-01,7,36,2,53316.60,2.95
2413,2024-07-01,8,1,2,35464.00,2.80
2414,2024-07-01,8,2,2,38209.00,3.60
2415,2024-07-01,8,3,2,41604.00,3.60
2416,2024-07-01,8,4,2,44824.00,2.95
2417,2024-07-01,8,5,2,47819.00,3.60
2418,2024-07-01,8,6,2,50589.00,3.00
2419,2024-07-01,8,7,2,53634.00,2.40
2420,2024-07-01,8,8,2,56804.00,3.75
2421,2024-07-01,8,9,2,60574.00,2.40
2422,2024-07-01,8,10,2,38482.00,3.55
2423,2024-07-01,8,11,2,39342.00,3.05
2424,2024-07-01,8,12,2,41302.00,2.50
2425,2024-07-01,8,13,2,42887.00,3.15
2426,2024-07-01,8,14,2,45672.00,3.20
2427,2024-07-01,8,15,2,47382.00,2.95
2428,2024-07-01,8,16,2,49417.00,3.90
2429,2024-07-01,8,17,2,51002.00,3.55
2430,2024-07-01,8,18,2,52587.00,3.60
2431,2024-07-01,8,19,2,41883.20,2.40
2432,2024-07-01,8,20,2,42699.20,3.45
2433,2024-07-01,8,21,2,44465.20,2.45
2434,2024-07-01,8,22,2,45881.20,2.40
2435,2024-07-01,8,23,2,47322.20,3.90
2436,2024-07-01,8,24,2,48613.20,2.55
2437,2024-07-01,8,25,2,49629.20,2.95
2438,2024-07-01,8,26,2,51320.20,3.35
2439,2024-07-01,8,27,2,53486.20,3.90
2440,2024-07-01,8,28,2,44848.40,3.75
2441,2024-07-01,8,29,2,44875.40,2.80
2442,2024-07-01,8,30,2,46277.40,3.00
2443,2024-07-01,8,31,2,47954.40,2.60
2444,2024-07-01,8,32,2,48356.40,3.85
2445,2024-07-01,8,33,2,50158.40,3.10
2446,2024-07-01,8,34,2,51085.40,3.10
2447,2024-07-01,8,35,2,52162.40,3.60
2448,2024-07-01,8,36,2,53214.40,3.95
2449,2024-07-01,9,1,2,35632.00,3.80
2450,2024-07-01,9,2,2,38977.00,2.90
2451,2024-07-01,9,3,2,42022.00,3.80
2452,2024-07-01,9,4,2,44992.00,4.25
2453,2024-07-01,9,5,2,48762.00,3.40
2454,2024-07-01,9,6,2,51857.00,3.65
2455,2024-07-01,9,7,2,55002.00,3.60
2456,2024-07-01,9,8,2,57447.00,2.70
2457,2024-07-01,9,9,2,60317.00,4.35
2458,2024-07-01,9,10,2,37736.00,3.90
2459,2024-07-01,9,11,2,39596.00,3.00
2460,2024-07-01,9,12,2,41656.00,3.15
2461,2024-07-01,9,13,2,43791.00,2.65
2462,2024-07-01,9,14,2,45251.00,3.25
2463,2024-07-01,9,15,2,47661.00,3.70
2464,2024-07-01,9,16,2,49446.00,3.70
2465,2024-07-01,9,17,2,51556.00,3.45
2466,2024-07-01,9,18,2,53441.00,3.55
2467,2024-07-01,9,19,2,41770.60,2.60
2468,2024-07-01,9,20,2,43061.60,3.45
2469,2024-07-01,9,21,2,45177.60,3.60
2470,2024-07-01,9,22,2,46343.60,4.20
2471,2024-07-01,9,23,2,47984.60,2.80
2472,2024-07-01,9,24,2,48600.60,4.20
2473,2024-07-01,9,25,2,49641.60,3.30
2474,2024-07-01,9,26,2,51482.60,4.15
2475,2024-07-01,9,27,2,52973.60,3.75
2476,2024-07-01,9,28,2,44021.20,3.40
2477,2024-07-01,9,29,2,45198.20,3.80
2478,2024-07-01,9,30,2,46550.20,4.00
2479,2024-07-01,9,31,2,47852.20,3.20
2480,2024-07-01,9,32,2,48329.20,4.05
2481,2024-07-01,9,33,2,50281.20,4.20
2482,2024-07-01,9,34,2,51608.20,3.75
2483,2024-07-01,9,35,2,52510.20,4.05
2484,2024-07-01,9,36,2,53762.20,4.25
2485,2024-07-01,10,1,2,35925.00,2.50
2486,2024-07-01,10,2,2,39895.00,0.80
2487,2024-07-01,10,3,2,42915.00,1.90
2488,2024-07-01,10,4,2,45960.00,2.20
2489,2024-07-01,10,5,2,49480.00,1.20
2490,2024-07-01,10,6,2,52400.00,1.45
2491,2024-07-01,10,7,2,55420.00,1.75
2492,2024-07-01,10,8,2,58765.00,1.55
2493,2024-07-01,10,9,2,61335.00,1.35
2494,2024-07-01,10,10,2,38240.00,2.40
2495,2024-07-01,10,11,2,40625.00,2.10
2496,2024-07-01,10,12,2,42535.00,1.35
2497,2024-07-01,10,13,2,44395.00,1.85
2498,2024-07-01,10,14,2,45830.00,1.50
2499,2024-07-01,10,15,2,47165.00,2.00
2500,2024-07-01,10,16,2,49475.00,2.00
2501,2024-07-01,10,17,2,50860.00,2.30
2502,2024-07-01,10,18,2,53870.00,1.20
2503,2024-07-01,10,19,2,41633.00,1.50
2504,2024-07-01,10,20,2,44049.00,1.75
2505,2024-07-01,10,21,2,44740.00,1.50
2506,2024-07-01,10,22,2,46331.00,2.20
2507,2024-07-01,10,23,2,47072.00,2.15
2508,2024-07-01,10,24,2,49588.00,1.05
2509,2024-07-01,10,25,2,50929.00,2.45
2510,2024-07-01,10,26,2,51970.00,0.85
2511,2024-07-01,10,27,2,53011.00,0.80
2512,2024-07-01,10,28,2,44544.00,2.55
2513,2024-07-01,10,29,2,45846.00,1.95
2514,2024-07-01,10,30,2,46598.00,1.50
2515,2024-07-01,10,31,2,48350.00,1.60
2516,2024-07-01,10,32,2,49802.00,1.90
2517,2024-07-01,10,33,2,50029.00,1.20
2518,2024-07-01,10,34,2,51681.00,2.00
2519,2024-07-01,10,35,2,52433.00,1.65
2520,2024-07-01,10,36,2,53485.00,1.20
2521,2024-08-01,1,1,2,32713.00,1.40
2522,2024-08-01,1,2,2,34658.00,3.05
2523,2024-08-01,1,3,2,38303.00,3.00
2524,2024-08-01,1,4,2,41648.00,2.50
2525,2024-08-01,1,5,2,45018.00,2.40
2526,2024-08-01,1,6,2,47463.00,2.80
2527,2024-08-01,1,7,2,50783.00,1.65
2528,2024-08-01,1,8,2,53778.00,1.75
2529,2024-08-01,1,9,2,57673.00,2.55
2530,2024-08-01,1,10,2,36554.00,2.50
2531,2024-08-01,1,11,2,38439.00,1.95
2532,2024-08-01,1,12,2,39649.00,2.55
2533,2024-08-01,1,13,2,41859.00,1.65
2534,2024-08-01,1,14,2,43444.00,2.55
2535,2024-08-01,1,15,2,44629.00,2.65
2536,2024-08-01,1,16,2,47439.00,2.20
2537,2024-08-01,1,17,2,48524.00,1.35
2538,2024-08-01,1,18,2,50234.00,1.55
2539,2024-08-01,1,19,2,39896.40,2.75
2540,2024-08-01,1,20,2,41487.40,2.50
2541,2024-08-01,1,21,2,43053.40,1.55
2542,2024-08-01,1,22,2,44319.40,2.00
2543,2024-08-01,1,23,2,45635.40,1.65
2544,2024-08-01,1,24,2,47726.40,2.75
2545,2024-08-01,1,25,2,48342.40,2.20
2546,2024-08-01,1,26,2,50183.40,1.85
2547,2024-08-01,1,27,2,50899.40,1.35
2548,2024-08-01,1,28,2,43563.80,2.95
2549,2024-08-01,1,29,2,44340.80,2.00
2550,2024-08-01,1,30,2,44642.80,1.30
2551,2024-08-01,1,31,2,45994.80,1.25
2552,2024-08-01,1,32,2,47746.80,2.35
2553,2024-08-01,1,33,2,48248.80,2.00
2554,2024-08-01,1,34,2,49775.80,2.80
2555,2024-08-01,1,35,2,50677.80,3.05
2556,2024-08-01,1,36,2,51979.80,1.60
2557,2024-08-01,2,1,2,32881.00,1.85
2558,2024-08-01,2,2,2,35126.00,2.75
2559,2024-08-01,2,3,2,38571.00,3.25
2560,2024-08-01,2,4,2,41391.00,3.05
2561,2024-08-01,2,5,2,44936.00,3.15
2562,2024-08-01,2,6,2,47706.00,2.95
2563,2024-08-01,2,7,2,51876.00,3.10
2564,2024-08-01,2,8,2,54246.00,2.15
2565,2024-08-01,2,9,2,57391.00,3.50
2566,2024-08-01,2,10,2,35558.00,2.85
2567,2024-08-01,2,11,2,37468.00,3.45
2568,2024-08-01,2,12,2,40503.00,3.30
2569,2024-08-01,2,13,2,41763.00,1.70
2570,2024-08-01,2,14,2,43223.00,1.70
2571,2024-08-01,2,15,2,46083.00,2.90
2572,2024-08-01,2,16,2,47918.00,2.55
2573,2024-08-01,2,17,2,49453.00,3.50
2574,2024-08-01,2,18,2,50813.00,1.90
2575,2024-08-01,2,19,2,39683.80,2.80
2576,2024-08-01,2,20,2,41699.80,3.50
2577,2024-08-01,2,21,2,43440.80,2.05
2578,2024-08-01,2,22,2,44681.80,3.25
2579,2024-08-01,2,23,2,45822.80,3.30
2580,2024-08-01,2,24,2,47113.80,2.25
2581,2024-08-01,2,25,2,48529.80,2.70
2582,2024-08-01,2,26,2,50045.80,2.70
2583,2024-08-01,2,27,2,52261.80,3.10
2584,2024-08-01,2,28,2,42811.60,3.25
2585,2024-08-01,2,29,2,44463.60,2.60
2586,2024-08-01,2,30,2,44840.60,2.00
2587,2024-08-01,2,31,2,46192.60,1.75
2588,2024-08-01,2,32,2,47844.60,3.25
2589,2024-08-01,2,33,2,49446.60,2.35
2590,2024-08-01,2,34,2,50248.60,1.70
2591,2024-08-01,2,35,2,51675.60,2.15
2592,2024-08-01,2,36,2,52077.60,2.55
2593,2024-08-01,3,1,2,33099.00,3.65
2594,2024-08-01,3,2,2,36694.00,2.30
2595,2024-08-01,3,3,2,38964.00,2.55
2596,2024-08-01,3,4,2,41984.00,2.20
2597,2024-08-01,3,5,2,46054.00,2.35
2598,2024-08-01,3,6,2,48949.00,3.40
2599,2024-08-01,3,7,2,52344.00,2.15
2600,2024-08-01,3,8,2,54889.00,3.65
2601,2024-08-01,3,9,2,57434.00,3.45
2602,2024-08-01,3,10,2,36487.00,3.95
2603,2024-08-01,3,11,2,38597.00,3.50
2604,2024-08-01,3,12,2,40782.00,2.80
2605,2024-08-01,3,13,2,42242.00,3.65
2606,2024-08-01,3,14,2,43952.00,2.85
2607,2024-08-01,3,15,2,46162.00,2.75
2608,2024-08-01,3,16,2,47972.00,3.80
2609,2024-08-01,3,17,2,50107.00,2.60
2610,2024-08-01,3,18,2,51092.00,3.45
2611,2024-08-01,3,19,2,40596.20,2.60
2612,2024-08-01,3,20,2,41362.20,2.20
2613,2024-08-01,3,21,2,42878.20,3.05
2614,2024-08-01,3,22,2,44694.20,3.65
2615,2024-08-01,3,23,2,46510.20,3.90
2616,2024-08-01,3,24,2,48251.20,2.90
2617,2024-08-01,3,25,2,48942.20,3.40
2618,2024-08-01,3,26,2,50458.20,2.50
2619,2024-08-01,3,27,2,51724.20,2.80
2620,2024-08-01,3,28,2,43809.40,3.90
2621,2024-08-01,3,29,2,44811.40,2.55
2622,2024-08-01,3,30,2,45013.40,2.70
2623,2024-08-01,3,31,2,46415.40,2.25
2624,2024-08-01,3,32,2,48342.40,2.50
2625,2024-08-01,3,33,2,49519.40,2.95
2626,2024-08-01,3,34,2,50396.40,2.90
2627,2024-08-01,3,35,2,51073.40,3.10
2628,2024-08-01,3,36,2,52400.40,2.90
2629,2024-08-01,4,1,2,32992.00,2.85
2630,2024-08-01,4,2,2,36612.00,3.70
2631,2024-08-01,4,3,2,39357.00,3.10
2632,2024-08-01,4,4,2,42902.00,4.20
2633,2024-08-01,4,5,2,46097.00,4.40
2634,2024-08-01,4,6,2,49417.00,3.45
2635,2024-08-01,4,7,2,52937.00,4.30
2636,2024-08-01,4,8,2,56032.00,3.10
2637,2024-08-01,4,9,2,58652.00,3.55
2638,2024-08-01,4,10,2,36866.00,3.60
2639,2024-08-01,4,11,2,38176.00,3.40
2640,2024-08-01,4,12,2,40586.00,4.15
2641,2024-08-01,4,13,2,41871.00,2.75
2642,2024-08-01,4,14,2,43981.00,3.55
2643,2024-08-01,4,15,2,45566.00,4.05
2644,2024-08-01,4,16,2,47926.00,2.65
2645,2024-08-01,4,17,2,50236.00,3.75
2646,2024-08-01,4,18,2,51921.00,3.65
2647,2024-08-01,4,19,2,40858.60,2.95
2648,2024-08-01,4,20,2,41524.60,3.45
2649,2024-08-01,4,21,2,43765.60,3.10
2650,2024-08-01,4,22,2,45606.60,4.15
2651,2024-08-01,4,23,2,46972.60,3.15
2652,2024-08-01,4,24,2,48413.60,3.90
2653,2024-08-01,4,25,2,49304.60,3.35
2654,2024-08-01,4,26,2,50270.60,3.45
2655,2024-08-01,4,27,2,52486.60,2.70
2656,2024-08-01,4,28,2,44157.20,4.00
2657,2024-08-01,4,29,2,44234.20,2.95
2658,2024-08-01,4,30,2,46036.20,4.15
2659,2024-08-01,4,31,2,46913.20,2.90
2660,2024-08-01,4,32,2,48165.20,4.25
2661,2024-08-01,4,33,2,49392.20,4.05
2662,2024-08-01,4,34,2,50069.20,3.20
2663,2024-08-01,4,35,2,51821.20,4.00
2664,2024-08-01,4,36,2,52398.20,3.25
2665,2024-08-01,5,1,2,34310.00,1.05
2666,2024-08-01,5,2,2,37730.00,2.35
2667,2024-08-01,5,3,2,40600.00,2.40
2668,2024-08-01,5,4,2,43120.00,1.60
2669,2024-08-01,5,5,2,47140.00,1.00
2670,2024-08-01,5,6,2,49385.00,2.25
2671,2024-08-01,5,7,2,52955.00,1.90
2672,2024-08-01,5,8,2,55575.00,1.50
2673,2024-08-01,5,9,2,58570.00,2.00
2674,2024-08-01,5,10,2,37170.00,1.55
2675,2024-08-01,5,11,2,38930.00,2.20
2676,2024-08-01,5,12,2,40915.00,1.40
2677,2024-08-01,5,13,2,42850.00,1.25
2678,2024-08-01,5,14,2,44210.00,1.25
2679,2024-08-01,5,15,2,46020.00,0.80
2680,2024-08-01,5,16,2,47705.00,1.05
2681,2024-08-01,5,17,2,50015.00,1.00
2682,2024-08-01,5,18,2,52400.00,1.95
2683,2024-08-01,5,19,2,41471.00,2.10
2684,2024-08-01,5,20,2,41787.00,1.40
2685,2024-08-01,5,21,2,44153.00,1.65
2686,2024-08-01,5,22,2,45194.00,0.90
2687,2024-08-01,5,23,2,46610.00,1.55
2688,2024-08-01,5,24,2,47676.00,1.30
2689,2024-08-01,5,25,2,49442.00,1.90
2690,2024-08-01,5,26,2,50458.00,2.15
2691,2024-08-01,5,27,2,52074.00,1.15
2692,2024-08-01,5,28,2,43530.00,2.55
2693,2024-08-01,5,29,2,44407.00,2.60
2694,2024-08-01,5,30,2,45484.00,2.60
2695,2024-08-01,5,31,2,46586.00,2.50
2696,2024-08-01,5,32,2,47688.00,1.20
2697,2024-08-01,5,33,2,49015.00,1.75
2698,2024-08-01,5,34,2,50442.00,2.45
2699,2024-08-01,5,35,2,51969.00,2.50
2700,2024-08-01,5,36,2,53446.00,1.00
2701,2024-08-01,6,1,2,34453.00,2.30
2702,2024-08-01,6,2,2,37048.00,1.90
2703,2024-08-01,6,3,2,40693.00,1.25
2704,2024-08-01,6,4,2,43663.00,2.40
2705,2024-08-01,6,5,2,47658.00,1.75
2706,2024-08-01,6,6,2,50253.00,1.40
2707,2024-08-01,6,7,2,53648.00,2.45
2708,2024-08-01,6,8,2,55793.00,2.90
2709,2024-08-01,6,9,2,58888.00,2.05
2710,2024-08-01,6,10,2,37574.00,1.90
2711,2024-08-01,6,11,2,39384.00,1.85
2712,2024-08-01,6,12,2,40794.00,1.60
2713,2024-08-01,6,13,2,42729.00,1.70
2714,2024-08-01,6,14,2,44889.00,2.35
2715,2024-08-01,6,15,2,46799.00,2.50
2716,2024-08-01,6,16,2,48009.00,2.10
2717,2024-08-01,6,17,2,49844.00,1.85
2718,2024-08-01,6,18,2,52204.00,2.35
2719,2024-08-01,6,19,2,40633.40,2.65
2720,2024-08-01,6,20,2,43099.40,2.05
2721,2024-08-01,6,21,2,44165.40,1.90
2722,2024-08-01,6,22,2,45656.40,2.85
2723,2024-08-01,6,23,2,47422.40,2.00
2724,2024-08-01,6,24,2,48288.40,1.60
2725,2024-08-01,6,25,2,49204.40,1.45
2726,2024-08-01,6,26,2,50695.40,2.50
2727,2024-08-01,6,27,2,53086.40,1.40
2728,2024-08-01,6,28,2,43627.80,2.60
2729,2024-08-01,6,29,2,45179.80,2.85
2730,2024-08-01,6,30,2,45831.80,2.75
2731,2024-08-01,6,31,2,47133.80,1.60
2732,2024-08-01,6,32,2,48135.80,1.90
2733,2024-08-01,6,33,2,49512.80,2.00
2734,2024-08-01,6,34,2,50389.80,1.60
2735,2024-08-01,6,35,2,51341.80,1.70
2736,2024-08-01,6,36,2,53093.80,2.10
2737,2024-08-01,7,1,2,34671.00,3.10
2738,2024-08-01,7,2,2,37591.00,3.20
2739,2024-08-01,7,3,2,40911.00,2.80
2740,2024-08-01,7,4,2,43806.00,2.05
2741,2024-08-01,7,5,2,47051.00,2.85
2742,2024-08-01,7,6,2,50871.00,2.10
2743,2024-08-01,7,7,2,53291.00,3.30
2744,2024-08-01,7,8,2,56236.00,3.50
2745,2024-08-01,7,9,2,60056.00,2.65
2746,2024-08-01,7,10,2,37328.00,2.75
2747,2024-08-01,7,11,2,40038.00,2.15
2748,2024-08-01,7,12,2,41273.00,3.50
2749,2024-08-01,7,13,2,43533.00,2.00
2750,2024-08-01,7,14,2,45368.00,2.05
2751,2024-08-01,7,15,2,47078.00,2.65
2752,2024-08-01,7,16,2,48688.00,2.20
2753,2024-08-01,7,17,2,50698.00,3.35
2754,2024-08-01,7,18,2,52933.00,1.85
2755,2024-08-01,7,19,2,41645.80,3.30
2756,2024-08-01,7,20,2,43161.80,2.80
2757,2024-08-01,7,21,2,43577.80,1.90
2758,2024-08-01,7,22,2,46093.80,3.50
2759,2024-08-01,7,23,2,46459.80,1.90
2760,2024-08-01,7,24,2,48825.80,2.80
2761,2024-08-01,7,25,2,49941.80,2.65
2762,2024-08-01,7,26,2,50682.80,3.15
2763,2024-08-01,7,27,2,52073.80,3.05
2764,2024-08-01,7,28,2,44325.60,2.90
2765,2024-08-01,7,29,2,44802.60,1.95
2766,2024-08-01,7,30,2,46954.60,3.00
2767,2024-08-01,7,31,2,46906.60,2.10
2768,2024-08-01,7,32,2,48533.60,2.45
2769,2024-08-01,7,33,2,49210.60,3.05
2770,2024-08-01,7,34,2,51437.60,1.80
2771,2024-08-01,7,35,2,51839.60,2.05
2772,2024-08-01,7,36,2,53866.60,1.95
2773,2024-08-01,8,1,2,34989.00,3.55
2774,2024-08-01,8,2,2,38734.00,2.75
2775,2024-08-01,8,3,2,41854.00,2.55
2776,2024-08-01,8,4,2,45099.00,2.80
2777,2024-08-01,8,5,2,48594.00,3.45
2778,2024-08-01,8,6,2,50764.00,3.95
2779,2024-08-01,8,7,2,54734.00,3.20
2780,2024-08-01,8,8,2,57054.00,2.30
2781,2024-08-01,8,9,2,60049.00,3.30
2782,2024-08-01,8,10,2,37357.00,3.55
2783,2024-08-01,8,11,2,39342.00,2.60
2784,2024-08-01,8,12,2,41827.00,3.70
2785,2024-08-01,8,13,2,44037.00,3.65
2786,2024-08-01,8,14,2,45022.00,3.75
2787,2024-08-01,8,15,2,47732.00,3.70
2788,2024-08-01,8,16,2,48692.00,2.60
2789,2024-08-01,8,17,2,51327.00,3.70
2790,2024-08-01,8,18,2,53362.00,3.85
2791,2024-08-01,8,19,2,41683.20,2.60
2792,2024-08-01,8,20,2,42899.20,2.40
2793,2024-08-01,8,21,2,44515.20,3.60
2794,2024-08-01,8,22,2,45931.20,3.45
2795,2024-08-01,8,23,2,46647.20,3.85
2796,2024-08-01,8,24,2,48313.20,2.70
2797,2024-08-01,8,25,2,49829.20,2.55
2798,2024-08-01,8,26,2,51745.20,2.45
2799,2024-08-01,8,27,2,53236.20,2.15
2800,2024-08-01,8,28,2,43698.40,2.30
2801,2024-08-01,8,29,2,45350.40,3.35
2802,2024-08-01,8,30,2,45927.40,3.20
2803,2024-08-01,8,31,2,47954.40,3.05
2804,2024-08-01,8,32,2,48706.40,2.35
2805,2024-08-01,8,33,2,49508.40,2.90
2806,2024-08-01,8,34,2,51060.40,2.60
2807,2024-08-01,8,35,2,52837.40,2.40
2808,2024-08-01,8,36,2,53064.40,2.55
2809,2024-08-01,9,1,2,36557.00,2.80
2810,2024-08-01,9,2,2,38902.00,2.65
2811,2024-08-01,9,3,2,41672.00,4.30
2812,2024-08-01,9,4,2,45317.00,3.50
2813,2024-08-01,9,5,2,48662.00,3.45
2814,2024-08-01,9,6,2,51132.00,3.60
2815,2024-08-01,9,7,2,54052.00,3.20
2816,2024-08-01,9,8,2,57222.00,3.10
2817,2024-08-01,9,9,2,60317.00,2.65
2818,2024-08-01,9,10,2,38211.00,3.75
2819,2024-08-01,9,11,2,39996.00,2.90
2820,2024-08-01,9,12,2,41706.00,3.15
2821,2024-08-01,9,13,2,43891.00,3.25
2822,2024-08-01,9,14,2,45376.00,3.15
