ForecastKey,Date,DepartmentKey,AccountKey,ScenarioKey,ForecastAmount
1723,2024-05-01,8,31,3,49244.99
1724,2024-05-01,8,32,3,47584.71
1725,2024-05-01,8,33,3,50058.40
1726,2024-05-01,8,34,3,50153.80
1727,2024-05-01,8,35,3,52684.02
1728,2024-05-01,8,36,3,54049.54
1729,2024-05-01,9,1,3,37058.64
1730,2024-05-01,9,2,3,38147.19
1731,2024-05-01,9,3,3,42760.44
1732,2024-05-01,9,4,3,46676.51
1733,2024-05-01,9,5,3,48212.00
1734,2024-05-01,9,6,3,51610.68
1735,2024-05-01,9,7,3,55725.06
1736,2024-05-01,9,8,3,59170.41
1737,2024-05-01,9,9,3,62976.26
1738,2024-05-01,9,10,3,37887.78
1739,2024-05-01,9,11,3,41221.63
1740,2024-05-01,9,12,3,40648.82
1741,2024-05-01,9,13,3,43541.00
1742,2024-05-01,9,14,3,44847.99
1743,2024-05-01,9,15,3,45899.28
1744,2024-05-01,9,16,3,47865.62
1745,2024-05-01,9,17,3,51617.06
1746,2024-05-01,9,18,3,51498.27
1747,2024-05-01,9,19,3,42478.51
1748,2024-05-01,9,20,3,43161.60
1749,2024-05-01,9,21,3,43661.57
1750,2024-05-01,9,22,3,46958.54
1751,2024-05-01,9,23,3,49243.89
1752,2024-05-01,9,24,3,47870.08
1753,2024-05-01,9,25,3,49442.18
1754,2024-05-01,9,26,3,51685.52
1755,2024-05-01,9,27,3,54382.56
1756,2024-05-01,9,28,3,45021.20
1757,2024-05-01,9,29,3,45776.43
1758,2024-05-01,9,30,3,46788.45
1759,2024-05-01,9,31,3,47727.20
1760,2024-05-01,9,32,3,48679.20
1761,2024-05-01,9,33,3,48651.51
1762,2024-05-01,9,34,3,50229.70
1763,2024-05-01,9,35,3,54291.51
1764,2024-05-01,9,36,3,52147.96
1765,2024-05-01,10,1,3,36200.00
1766,2024-05-01,10,2,3,39273.30
1767,2024-05-01,10,3,3,41773.05
1768,2024-05-01,10,4,3,46598.70
1769,2024-05-01,10,5,3,47292.35
1770,2024-05-01,10,6,3,52191.75
1771,2024-05-01,10,7,3,54115.60
1772,2024-05-01,10,8,3,57001.70
1773,2024-05-01,10,9,3,59931.45
1774,2024-05-01,10,10,3,38115.00
1775,2024-05-01,10,11,3,39750.00
1776,2024-05-01,10,12,3,40822.45
1777,2024-05-01,10,13,3,44748.35
1778,2024-05-01,10,14,3,47410.90
1779,2024-05-01,10,15,3,48798.15
1780,2024-05-01,10,16,3,49565.75
1781,2024-05-01,10,17,3,50304.20
1782,2024-05-01,10,18,3,52205.40
1783,2024-05-01,10,19,3,43860.49
1784,2024-05-01,10,20,3,42482.02
1785,2024-05-01,10,21,3,46017.30
1786,2024-05-01,10,22,3,47875.43
1787,2024-05-01,10,23,3,45950.84
1788,2024-05-01,10,24,3,49191.12
1789,2024-05-01,10,25,3,52096.37
1790,2024-05-01,10,26,3,52641.20
1791,2024-05-01,10,27,3,52220.28
1792,2024-05-01,10,28,3,44894.00
1793,2024-05-01,10,29,3,44664.62
1794,2024-05-01,10,30,3,44860.56
1795,2024-05-01,10,31,3,49010.25
1796,2024-05-01,10,32,3,49982.81
1797,2024-05-01,10,33,3,51004.08
1798,2024-05-01,10,34,3,52408.62
1799,2024-05-01,10,35,3,52755.33
1800,2024-05-01,10,36,3,55501.55
1801,2024-06-01,1,1,3,32613.00
1802,2024-06-01,1,2,3,35004.42
1803,2024-06-01,1,3,3,37032.66
1804,2024-06-01,1,4,3,42429.96
1805,2024-06-01,1,5,3,44898.36
1806,2024-06-01,1,6,3,46839.87
1807,2024-06-01,1,7,3,49841.51
1808,2024-06-01,1,8,3,52898.44
1809,2024-06-01,1,9,3,55980.54
1810,2024-06-01,1,10,3,36479.00
1811,2024-06-01,1,11,3,38927.28
1812,2024-06-01,1,12,3,38317.02
1813,2024-06-01,1,13,3,41905.68
1814,2024-06-01,1,14,3,41679.93
1815,2024-06-01,1,15,3,44900.46
1816,2024-06-01,1,16,3,45846.08
1817,2024-06-01,1,17,3,47553.52
1818,2024-06-01,1,18,3,50474.16
1819,2024-06-01,1,19,3,39496.40
1820,2024-06-01,1,20,3,41271.02
1821,2024-06-01,1,21,3,43029.43
1822,2024-06-01,1,22,3,44823.29
1823,2024-06-01,1,23,3,46293.11
1824,2024-06-01,1,24,3,47558.93
1825,2024-06-01,1,25,3,49715.42
1826,2024-06-01,1,26,3,49359.82
1827,2024-06-01,1,27,3,52019.39
1828,2024-06-01,1,28,3,44435.08
1829,2024-06-01,1,29,3,44077.21
1830,2024-06-01,1,30,3,44435.94
1831,2024-06-01,1,31,3,48172.89
1832,2024-06-01,1,32,3,47566.33
1833,2024-06-01,1,33,3,49514.04
1834,2024-06-01,1,34,3,49599.79
1835,2024-06-01,1,35,3,51702.80
1836,2024-06-01,1,36,3,51604.80
1837,2024-06-01,2,1,3,32296.88
1838,2024-06-01,2,2,3,35956.02
1839,2024-06-01,2,3,3,39587.96
1840,2024-06-01,2,4,3,41521.59
1841,2024-06-01,2,5,3,44355.78
1842,2024-06-01,2,6,3,48660.12
1843,2024-06-01,2,7,3,52327.02
1844,2024-06-01,2,8,3,56620.13
1845,2024-06-01,2,9,3,56081.52
1846,2024-06-01,2,10,3,37187.16
1847,2024-06-01,2,11,3,38675.93
1848,2024-06-01,2,12,3,39828.00
1849,2024-06-01,2,13,3,41877.63
1850,2024-06-01,2,14,3,42592.77
1851,2024-06-01,2,15,3,47285.24
1852,2024-06-01,2,16,3,48245.68
1853,2024-06-01,2,17,3,50275.78
1854,2024-06-01,2,18,3,52955.39
1855,2024-06-01,2,19,3,38914.62
1856,2024-06-01,2,20,3,42243.05
1857,2024-06-01,2,21,3,44411.62
1858,2024-06-01,2,22,3,43151.16
1859,2024-06-01,2,23,3,46943.26
1860,2024-06-01,2,24,3,46196.02
1861,2024-06-01,2,25,3,47946.91
1862,2024-06-01,2,26,3,50420.80
1863,2024-06-01,2,27,3,51875.42
1864,2024-06-01,2,28,3,41309.00
1865,2024-06-01,2,29,3,45385.51
1866,2024-06-01,2,30,3,45090.60
1867,2024-06-01,2,31,3,45291.82
1868,2024-06-01,2,32,3,46838.71
1869,2024-06-01,2,33,3,49421.60
1870,2024-06-01,2,34,3,51534.07
1871,2024-06-01,2,35,3,51250.60
1872,2024-06-01,2,36,3,51779.57
1873,2024-06-01,3,1,3,32559.52
1874,2024-06-01,3,2,3,37060.94
1875,2024-06-01,3,3,3,40278.78
1876,2024-06-01,3,4,3,42772.68
1877,2024-06-01,3,5,3,46211.54
1878,2024-06-01,3,6,3,50208.48
1879,2024-06-01,3,7,3,52741.19
1880,2024-06-01,3,8,3,56767.42
1881,2024-06-01,3,9,3,58121.91
1882,2024-06-01,3,10,3,35874.63
1883,2024-06-01,3,11,3,39986.66
1884,2024-06-01,3,12,3,39582.79
1885,2024-06-01,3,13,3,42442.00
1886,2024-06-01,3,14,3,44958.54
1887,2024-06-01,3,15,3,45992.37
1888,2024-06-01,3,16,3,48472.44
1889,2024-06-01,3,17,3,48932.00
1890,2024-06-01,3,18,3,51917.00
1891,2024-06-01,3,19,3,40115.99
1892,2024-06-01,3,20,3,41318.96
1893,2024-06-01,3,21,3,43478.20
1894,2024-06-01,3,22,3,44915.51
1895,2024-06-01,3,23,3,45129.35
1896,2024-06-01,3,24,3,48119.72
1897,2024-06-01,3,25,3,50558.54
1898,2024-06-01,3,26,3,49089.95
1899,2024-06-01,3,27,3,52760.93
1900,2024-06-01,3,28,3,42541.21
1901,2024-06-01,3,29,3,44586.40
1902,2024-06-01,3,30,3,46423.67
1903,2024-06-01,3,31,3,46865.40
1904,2024-06-01,3,32,3,49972.92
1905,2024-06-01,3,33,3,48256.96
1906,2024-06-01,3,34,3,49339.47
1907,2024-06-01,3,35,3,51848.40
1908,2024-06-01,3,36,3,51826.90
1909,2024-06-01,4,1,3,34901.34
1910,2024-06-01,4,2,3,37558.87
1911,2024-06-01,4,3,3,39260.43
1912,2024-06-01,4,4,3,43699.81
1913,2024-06-01,4,5,3,46381.44
1914,2024-06-01,4,6,3,49767.84
1915,2024-06-01,4,7,3,50572.89
1916,2024-06-01,4,8,3,55372.68
1917,2024-06-01,4,9,3,56743.96
1918,2024-06-01,4,10,3,35056.77
1919,2024-06-01,4,11,3,38785.01
1920,2024-06-01,4,12,3,40068.28
1921,2024-06-01,4,13,3,43167.42
1922,2024-06-01,4,14,3,45203.56
1923,2024-06-01,4,15,3,47834.23
1924,2024-06-01,4,16,3,48201.00
1925,2024-06-01,4,17,3,49857.39
1926,2024-06-01,4,18,3,50392.58
1927,2024-06-01,4,19,3,39317.59
1928,2024-06-01,4,20,3,40957.86
1929,2024-06-01,4,21,3,42684.44
1930,2024-06-01,4,22,3,44718.97
1931,2024-06-01,4,23,3,45490.67
1932,2024-06-01,4,24,3,46573.19
1933,2024-06-01,4,25,3,49090.65
1934,2024-06-01,4,26,3,51837.01
1935,2024-06-01,4,27,3,52661.60
1936,2024-06-01,4,28,3,42129.23
1937,2024-06-01,4,29,3,46204.98
1938,2024-06-01,4,30,3,47031.04
1939,2024-06-01,4,31,3,47800.46
1940,2024-06-01,4,32,3,46638.40
1941,2024-06-01,4,33,3,47910.43
1942,2024-06-01,4,34,3,52369.53
1943,2024-06-01,4,35,3,50539.78
1944,2024-06-01,4,36,3,54338.66
1945,2024-06-01,5,1,3,33599.30
1946,2024-06-01,5,2,3,36436.40
1947,2024-06-01,5,3,3,40725.00
1948,2024-06-01,5,4,3,43676.40
1949,2024-06-01,5,5,3,44949.80
1950,2024-06-01,5,6,3,49188.15
1951,2024-06-01,5,7,3,54320.10
1952,2024-06-01,5,8,3,56635.50
1953,2024-06-01,5,9,3,57419.15
1954,2024-06-01,5,10,3,37145.00
1955,2024-06-01,5,11,3,40329.65
1956,2024-06-01,5,12,3,41344.20
1957,2024-06-01,5,13,3,41604.75
1958,2024-06-01,5,14,3,43301.30
1959,2024-06-01,5,15,3,47016.90
1960,2024-06-01,5,16,3,48510.30
1961,2024-06-01,5,17,3,51077.70
1962,2024-06-01,5,18,3,52722.00
1963,2024-06-01,5,19,3,42351.42
1964,2024-06-01,5,20,3,42954.24
1965,2024-06-01,5,21,3,43294.44
1966,2024-06-01,5,22,3,44363.62
1967,2024-06-01,5,23,3,47931.05
1968,2024-06-01,5,24,3,48926.03
1969,2024-06-01,5,25,3,48675.33
1970,2024-06-01,5,26,3,50126.67
1971,2024-06-01,5,27,3,52594.74
1972,2024-06-01,5,28,3,44604.60
1973,2024-06-01,5,29,3,45082.00
1974,2024-06-01,5,30,3,45065.23
1975,2024-06-01,5,31,3,48257.22
1976,2024-06-01,5,32,3,48720.38
1977,2024-06-01,5,33,3,49465.00
1978,2024-06-01,5,34,3,52058.26
1979,2024-06-01,5,35,3,51474.06
1980,2024-06-01,5,36,3,52119.54
1981,2024-06-01,6,1,3,34747.03
1982,2024-06-01,6,2,3,37473.00
1983,2024-06-01,6,3,3,39326.71
1984,2024-06-01,6,4,3,42692.61
1985,2024-06-01,6,5,3,45355.26
1986,2024-06-01,6,6,3,50028.00
1987,2024-06-01,6,7,3,54618.96
1988,2024-06-01,6,8,3,57826.86
1989,2024-06-01,6,9,3,61375.64
1990,2024-06-01,6,10,3,38025.49
1991,2024-06-01,6,11,3,39818.77
1992,2024-06-01,6,12,3,39782.12
1993,2024-06-01,6,13,3,43379.00
1994,2024-06-01,6,14,3,45174.78
1995,2024-06-01,6,15,3,48142.98
1996,2024-06-01,6,16,3,49964.27
1997,2024-06-01,6,17,3,49410.62
1998,2024-06-01,6,18,3,53692.87
1999,2024-06-01,6,19,3,41369.57
2000,2024-06-01,6,20,3,44340.88
2001,2024-06-01,6,21,3,44278.80
2002,2024-06-01,6,22,3,46330.84
2003,2024-06-01,6,23,3,44884.23
2004,2024-06-01,6,24,3,47322.63
2005,2024-06-01,6,25,3,48906.31
2006,2024-06-01,6,26,3,52061.76
2007,2024-06-01,6,27,3,52286.40
2008,2024-06-01,6,28,3,44653.36
2009,2024-06-01,6,29,3,43751.66
2010,2024-06-01,6,30,3,47876.25
2011,2024-06-01,6,31,3,47226.39
2012,2024-06-01,6,32,3,49551.41
2013,2024-06-01,6,33,3,50159.43
2014,2024-06-01,6,34,3,50716.95
2015,2024-06-01,6,35,3,53041.97
2016,2024-06-01,6,36,3,54436.18
2017,2024-06-01,7,1,3,34819.29
2018,2024-06-01,7,2,3,37766.00
2019,2024-06-01,7,3,3,41370.61
2020,2024-06-01,7,4,3,43961.94
2021,2024-06-01,7,5,3,47698.26
2022,2024-06-01,7,6,3,48835.62
2023,2024-06-01,7,7,3,54790.32
2024,2024-06-01,7,8,3,55772.64
2025,2024-06-01,7,9,3,58762.44
2026,2024-06-01,7,10,3,36954.72
2027,2024-06-01,7,11,3,40059.63
2028,2024-06-01,7,12,3,40519.81
2029,2024-06-01,7,13,3,43109.83
2030,2024-06-01,7,14,3,45846.93
2031,2024-06-01,7,15,3,47103.00
2032,2024-06-01,7,16,3,48277.74
2033,2024-06-01,7,17,3,49225.56
2034,2024-06-01,7,18,3,52354.17
2035,2024-06-01,7,19,3,41557.26
2036,2024-06-01,7,20,3,42936.92
2037,2024-06-01,7,21,3,45425.88
2038,2024-06-01,7,22,3,46987.36
2039,2024-06-01,7,23,3,48651.84
2040,2024-06-01,7,24,3,48950.80
2041,2024-06-01,7,25,3,51093.64
2042,2024-06-01,7,26,3,50707.80
2043,2024-06-01,7,27,3,53548.78
2044,2024-06-01,7,28,3,45887.12
2045,2024-06-01,7,29,3,45826.15
2046,2024-06-01,7,30,3,45158.01
2047,2024-06-01,7,31,3,46090.97
2048,2024-06-01,7,32,3,46592.59
2049,2024-06-01,7,33,3,49760.60
2050,2024-06-01,7,34,3,52439.98
2051,2024-06-01,7,35,3,51791.45
2052,2024-06-01,7,36,3,51717.10
2053,2024-06-01,8,1,3,33769.58
2054,2024-06-01,8,2,3,37876.41
2055,2024-06-01,8,3,3,41114.92
2056,2024-06-01,8,4,3,45827.74
2057,2024-06-01,8,5,3,46893.68
2058,2024-06-01,8,6,3,52029.14
2059,2024-06-01,8,7,3,55140.02
2060,2024-06-01,8,8,3,59280.62
2061,2024-06-01,8,9,3,61533.24
2062,2024-06-01,8,10,3,39044.21
2063,2024-06-01,8,11,3,40139.42
2064,2024-06-01,8,12,3,41002.00
2065,2024-06-01,8,13,3,43366.37
2066,2024-06-01,8,14,3,43889.59
2067,2024-06-01,8,15,3,47757.00
2068,2024-06-01,8,16,3,50410.26
2069,2024-06-01,8,17,3,50802.00
2070,2024-06-01,8,18,3,53870.37
2071,2024-06-01,8,19,3,40969.37
2072,2024-06-01,8,20,3,42315.47
2073,2024-06-01,8,21,3,43355.40
2074,2024-06-01,8,22,3,44601.76
2075,2024-06-01,8,23,3,46792.26
2076,2024-06-01,8,24,3,48863.20
2077,2024-06-01,8,25,3,50073.41
2078,2024-06-01,8,26,3,51500.00
2079,2024-06-01,8,27,3,53718.06
2080,2024-06-01,8,28,3,45235.37
2081,2024-06-01,8,29,3,46002.41
2082,2024-06-01,8,30,3,47144.17
2083,2024-06-01,8,31,3,46758.27
2084,2024-06-01,8,32,3,50450.84
2085,2024-06-01,8,33,3,49656.82
2086,2024-06-01,8,34,3,49577.09
2087,2024-06-01,8,35,3,52012.40
2088,2024-06-01,8,36,3,54533.69
2089,2024-06-01,9,1,3,37344.71
2090,2024-06-01,9,2,3,39377.00
2091,2024-06-01,9,3,3,42767.66
2092,2024-06-01,9,4,3,45142.00
2093,2024-06-01,9,5,3,49405.74
2094,2024-06-01,9,6,3,50133.86
2095,2024-06-01,9,7,3,54895.52
2096,2024-06-01,9,8,3,58372.00
2097,2024-06-01,9,9,3,61147.42
2098,2024-06-01,9,10,3,38236.00
2099,2024-06-01,9,11,3,41788.13
2100,2024-06-01,9,12,3,42438.12
2101,2024-06-01,9,13,3,44131.32
2102,2024-06-01,9,14,3,45540.99
2103,2024-06-01,9,15,3,48213.36
2104,2024-06-01,9,16,3,48726.58
2105,2024-06-01,9,17,3,52072.68
2106,2024-06-01,9,18,3,51891.84
2107,2024-06-01,9,19,3,42663.22
2108,2024-06-01,9,20,3,43189.22
2109,2024-06-01,9,21,3,43834.82
2110,2024-06-01,9,22,3,47219.47
2111,2024-06-01,9,23,3,46387.91
2112,2024-06-01,9,24,3,48275.60
2113,2024-06-01,9,25,3,50816.60
2114,2024-06-01,9,26,3,52690.75
2115,2024-06-01,9,27,3,53161.61
2116,2024-06-01,9,28,3,44335.16
2117,2024-06-01,9,29,3,44157.50
2118,2024-06-01,9,30,3,45881.19
2119,2024-06-01,9,31,3,47377.20
2120,2024-06-01,9,32,3,48464.66
2121,2024-06-01,9,33,3,50556.20
2122,2024-06-01,9,34,3,50201.12
2123,2024-06-01,9,35,3,51492.64
2124,2024-06-01,9,36,3,53387.20
2125,2024-06-01,10,1,3,35114.00
2126,2024-06-01,10,2,3,38999.10
2127,2024-06-01,10,3,3,42461.10
2128,2024-06-01,10,4,3,45135.00
2129,2024-06-01,10,5,3,49596.05
2130,2024-06-01,10,6,3,52671.50
2131,2024-06-01,10,7,3,54945.00
2132,2024-06-01,10,8,3,59022.30
2133,2024-06-01,10,9,3,61435.00
2134,2024-06-01,10,10,3,39206.95
2135,2024-06-01,10,11,3,41208.00
2136,2024-06-01,10,12,3,40652.70
2137,2024-06-01,10,13,3,45984.35
2138,2024-06-01,10,14,3,46155.00
2139,2024-06-01,10,15,3,47633.85
2140,2024-06-01,10,16,3,49995.00
2141,2024-06-01,10,17,3,49965.30
2142,2024-06-01,10,18,3,53895.00
2143,2024-06-01,10,19,3,43731.74
2144,2024-06-01,10,20,3,43024.00
2145,2024-06-01,10,21,3,44688.60
2146,2024-06-01,10,22,3,45199.44
2147,2024-06-01,10,23,3,47616.03
2148,2024-06-01,10,24,3,47275.86
2149,2024-06-01,10,25,3,51813.12
2150,2024-06-01,10,26,3,51345.00
2151,2024-06-01,10,27,3,53099.64
2152,2024-06-01,10,28,3,42843.93
2153,2024-06-01,10,29,3,47504.63
2154,2024-06-01,10,30,3,46073.06
2155,2024-06-01,10,31,3,47432.00
2156,2024-06-01,10,32,3,47654.46
2157,2024-06-01,10,33,3,49751.46
2158,2024-06-01,10,34,3,50669.19
2159,2024-06-01,10,35,3,53033.00
2160,2024-06-01,10,36,3,55166.70
2161,2024-07-01,1,1,3,30664.61
2162,2024-07-01,1,2,3,34782.26
2163,2024-07-01,1,3,3,37291.94
2164,2024-07-01,1,4,3,41033.52
2165,2024-07-01,1,5,3,44293.00
2166,2024-07-01,1,6,3,48680.89
2167,2024-07-01,1,7,3,51391.83
2168,2024-07-01,1,8,3,55236.06
2169,2024-07-01,1,9,3,55530.56
2170,2024-07-01,1,10,3,35569.71
2171,2024-07-01,1,11,3,37661.89
2172,2024-07-01,1,12,3,38464.02
2173,2024-07-01,1,13,3,42415.68
2174,2024-07-01,1,14,3,42407.43
2175,2024-07-01,1,15,3,45751.08
2176,2024-07-01,1,16,3,45779.72
2177,2024-07-01,1,17,3,49009.24
2178,2024-07-01,1,18,3,51663.77
2179,2024-07-01,1,19,3,39451.26
2180,2024-07-01,1,20,3,40582.28
2181,2024-07-01,1,21,3,43327.97
2182,2024-07-01,1,22,3,44838.34
2183,2024-07-01,1,23,3,43854.09
2184,2024-07-01,1,24,3,45664.11
2185,2024-07-01,1,25,3,48184.05
2186,2024-07-01,1,26,3,48371.23
2187,2024-07-01,1,27,3,51799.40
2188,2024-07-01,1,28,3,43014.69
2189,2024-07-01,1,29,3,43674.48
2190,2024-07-01,1,30,3,44864.62
2191,2024-07-01,1,31,3,47262.75
2192,2024-07-01,1,32,3,49007.74
2193,2024-07-01,1,33,3,47989.06
2194,2024-07-01,1,34,3,50225.80
2195,2024-07-01,1,35,3,50325.74
2196,2024-07-01,1,36,3,53436.19
2197,2024-07-01,2,1,3,33563.31
2198,2024-07-01,2,2,3,37027.02
2199,2024-07-01,2,3,3,40294.63
2200,2024-07-01,2,4,3,42709.98
2201,2024-07-01,2,5,3,45158.11
2202,2024-07-01,2,6,3,47172.07
2203,2024-07-01,2,7,3,51233.26
2204,2024-07-01,2,8,3,56723.13
2205,2024-07-01,2,9,3,55620.77
2206,2024-07-01,2,10,3,36393.33
2207,2024-07-01,2,11,3,38650.86
2208,2024-07-01,2,12,3,40175.78
2209,2024-07-01,2,13,3,41370.12
2210,2024-07-01,2,14,3,44905.94
2211,2024-07-01,2,15,3,44724.76
2212,2024-07-01,2,16,3,47677.86
2213,2024-07-01,2,17,3,48735.72
2214,2024-07-01,2,18,3,50799.87
2215,2024-07-01,2,19,3,39317.79
2216,2024-07-01,2,20,3,42174.80
2217,2024-07-01,2,21,3,43090.80
2218,2024-07-01,2,22,3,43050.35
2219,2024-07-01,2,23,3,47480.73
2220,2024-07-01,2,24,3,49273.96
2221,2024-07-01,2,25,3,48229.80
2222,2024-07-01,2,26,3,50040.34
2223,2024-07-01,2,27,3,51361.80
2224,2024-07-01,2,28,3,42469.87
2225,2024-07-01,2,29,3,43008.44
2226,2024-07-01,2,30,3,46450.51
2227,2024-07-01,2,31,3,45967.60
2228,2024-07-01,2,32,3,47762.15
2229,2024-07-01,2,33,3,48433.17
2230,2024-07-01,2,34,3,50624.84
2231,2024-07-01,2,35,3,50762.84
2232,2024-07-01,2,36,3,51158.55
2233,2024-07-01,3,1,3,32203.03
2234,2024-07-01,3,2,3,35510.31
2235,2024-07-01,3,3,3,39429.39
2236,2024-07-01,3,4,3,43206.18
2237,2024-07-01,3,5,3,46508.62
2238,2024-07-01,3,6,3,48756.51
2239,2024-07-01,3,7,3,51294.00
2240,2024-07-01,3,8,3,53387.83
2241,2024-07-01,3,9,3,59620.52
2242,2024-07-01,3,10,3,34955.89
2243,2024-07-01,3,11,3,38225.47
2244,2024-07-01,3,12,3,40811.07
2245,2024-07-01,3,13,3,40732.24
2246,2024-07-01,3,14,3,45708.31
2247,2024-07-01,3,15,3,43807.14
2248,2024-07-01,3,16,3,46749.78
2249,2024-07-01,3,17,3,49987.14
2250,2024-07-01,3,18,3,49825.99
2251,2024-07-01,3,19,3,39645.06
2252,2024-07-01,3,20,3,41312.20
2253,2024-07-01,3,21,3,42020.64
2254,2024-07-01,3,22,3,43838.37
2255,2024-07-01,3,23,3,45649.10
2256,2024-07-01,3,24,3,46294.41
2257,2024-07-01,3,25,3,47669.36
2258,2024-07-01,3,26,3,52023.45
2259,2024-07-01,3,27,3,51326.72
2260,2024-07-01,3,28,3,42709.40
2261,2024-07-01,3,29,3,45512.01
2262,2024-07-01,3,30,3,45553.27
2263,2024-07-01,3,31,3,47088.71
2264,2024-07-01,3,32,3,47091.73
2265,2024-07-01,3,33,3,50386.98
2266,2024-07-01,3,34,3,49496.44
2267,2024-07-01,3,35,3,52145.87
2268,2024-07-01,3,36,3,53116.91
2269,2024-07-01,4,1,3,33779.34
2270,2024-07-01,4,2,3,36187.00
2271,2024-07-01,4,3,3,41138.64
2272,2024-07-01,4,4,3,43577.00
2273,2024-07-01,4,5,3,45660.78
2274,2024-07-01,4,6,3,51028.26
2275,2024-07-01,4,7,3,51829.26
2276,2024-07-01,4,8,3,56264.07
2277,2024-07-01,4,9,3,59716.31
2278,2024-07-01,4,10,3,37537.66
2279,2024-07-01,4,11,3,38501.00
2280,2024-07-01,4,12,3,39853.42
2281,2024-07-01,4,13,3,41378.04
2282,2024-07-01,4,14,3,45763.93
2283,2024-07-01,4,15,3,47369.82
2284,2024-07-01,4,16,3,49036.51
2285,2024-07-01,4,17,3,50552.22
2286,2024-07-01,4,18,3,50294.58
2287,2024-07-01,4,19,3,39535.84
2288,2024-07-01,4,20,3,41924.60
2289,2024-07-01,4,21,3,44207.41
2290,2024-07-01,4,22,3,46820.30
2291,2024-07-01,4,23,3,46609.08
2292,2024-07-01,4,24,3,48642.37
2293,2024-07-01,4,25,3,50176.40
2294,2024-07-01,4,26,3,49708.23
2295,2024-07-01,4,27,3,53612.83
2296,2024-07-01,4,28,3,41668.48
2297,2024-07-01,4,29,3,45767.23
2298,2024-07-01,4,30,3,44709.59
2299,2024-07-01,4,31,3,46763.20
2300,2024-07-01,4,32,3,49409.00
2301,2024-07-01,4,33,3,48551.36
2302,2024-07-01,4,34,3,50919.20
2303,2024-07-01,4,35,3,50832.74
2304,2024-07-01,4,36,3,53098.93
2305,2024-07-01,5,1,3,33476.80
2306,2024-07-01,5,2,3,38006.30
2307,2024-07-01,5,3,3,41539.50
2308,2024-07-01,5,4,3,43520.00
2309,2024-07-01,5,5,3,45560.20
2310,2024-07-01,5,6,3,49785.00
2311,2024-07-01,5,7,3,50711.60
2312,2024-07-01,5,8,3,54929.00
2313,2024-07-01,5,9,3,60378.60
2314,2024-07-01,5,10,3,37862.40
2315,2024-07-01,5,11,3,40252.40
2316,2024-07-01,5,12,3,42166.80
2317,2024-07-01,5,13,3,43426.50
2318,2024-07-01,5,14,3,44110.00
2319,2024-07-01,5,15,3,47010.45
2320,2024-07-01,5,16,3,48405.00
2321,2024-07-01,5,17,3,49984.90
2322,2024-07-01,5,18,3,52722.00
2323,2024-07-01,5,19,3,41052.46
2324,2024-07-01,5,20,3,42237.00
2325,2024-07-01,5,21,3,42634.41
2326,2024-07-01,5,22,3,44222.31
2327,2024-07-01,5,23,3,48574.80
2328,2024-07-01,5,24,3,48977.53
2329,2024-07-01,5,25,3,50048.34
2330,2024-07-01,5,26,3,50036.84
2331,2024-07-01,5,27,3,51204.02
2332,2024-07-01,5,28,3,43738.05
2333,2024-07-01,5,29,3,43390.04
2334,2024-07-01,5,30,3,45186.48
2335,2024-07-01,5,31,3,47798.22
2336,2024-07-01,5,32,3,48738.00
2337,2024-07-01,5,33,3,48892.20
2338,2024-07-01,5,34,3,49442.58
2339,2024-07-01,5,35,3,53167.57
2340,2024-07-01,5,36,3,52020.54
2341,2024-07-01,6,1,3,35666.84
2342,2024-07-01,6,2,3,38854.69
2343,2024-07-01,6,3,3,40618.00
2344,2024-07-01,6,4,3,43473.87
2345,2024-07-01,6,5,3,46983.00
2346,2024-07-01,6,6,3,50195.97
2347,2024-07-01,6,7,3,54459.19
2348,2024-07-01,6,8,3,55064.96
2349,2024-07-01,6,9,3,60688.88
2350,2024-07-01,6,10,3,36675.52
2351,2024-07-01,6,11,3,38569.41
2352,2024-07-01,6,12,3,40370.12
2353,2024-07-01,6,13,3,42429.00
2354,2024-07-01,6,14,3,44364.00
2355,2024-07-01,6,15,3,46559.99
2356,2024-07-01,6,16,3,49912.77
2357,2024-07-01,6,17,3,49969.00
2358,2024-07-01,6,18,3,50395.38
2359,2024-07-01,6,19,3,42150.73
2360,2024-07-01,6,20,3,42569.41
2361,2024-07-01,6,21,3,44682.80
2362,2024-07-01,6,22,3,44856.40
2363,2024-07-01,6,23,3,46279.93
2364,2024-07-01,6,24,3,46783.63
2365,2024-07-01,6,25,3,49083.61
2366,2024-07-01,6,26,3,49754.99
2367,2024-07-01,6,27,3,51534.67
2368,2024-07-01,6,28,3,43122.74
2369,2024-07-01,6,29,3,44653.75
2370,2024-07-01,6,30,3,47850.50
2371,2024-07-01,6,31,3,45477.29
2372,2024-07-01,6,32,3,47540.48
2373,2024-07-01,6,33,3,50637.68
2374,2024-07-01,6,34,3,52648.24
2375,2024-07-01,6,35,3,50529.05
2376,2024-07-01,6,36,3,53902.49
2377,2024-07-01,7,1,3,34541.08
2378,2024-07-01,7,2,3,36924.02
2379,2024-07-01,7,3,3,40724.64
2380,2024-07-01,7,4,3,44036.19
2381,2024-07-01,7,5,3,46599.98
2382,2024-07-01,7,6,3,51676.13
2383,2024-07-01,7,7,3,52516.77
2384,2024-07-01,7,8,3,58335.08
2385,2024-07-01,7,9,3,59183.19
2386,2024-07-01,7,10,3,36632.97
